"dia_ano","dias","otimista","casos_estimados","pessimista","x"
120,2020-04-29,369,480,591,538
121,2020-04-30,401,522,643,565
122,2020-05-01,438,569,700,603
123,2020-05-02,476,619,762,628
124,2020-05-03,518,673,828,652
125,2020-05-04,563,732,901,691
126,2020-05-05,613,797,981,749
127,2020-05-06,667,867,1067,803
128,2020-05-07,725,943,1161,NA
129,2020-05-08,789,1026,1263,NA
130,2020-05-09,859,1117,1375,NA
131,2020-05-10,934,1215,1496,NA
132,2020-05-11,1017,1322,1627,NA
133,2020-05-12,1106,1438,1770,NA
134,2020-05-13,1203,1565,1927,NA
