"dia_ano","dias","otimista","casos_estimados","pessimista","x"
188,2020-07-06,556,579,602,558
189,2020-07-07,565,588,611,577
190,2020-07-08,573,596,619,585
191,2020-07-09,580,604,628,589
192,2020-07-10,588,612,636,605
193,2020-07-11,596,620,644,617
194,2020-07-12,603,627,651,628
195,2020-07-13,609,634,659,647
196,2020-07-14,615,640,665,663
197,2020-07-15,621,646,671,668
198,2020-07-16,627,652,677,677
199,2020-07-17,632,658,684,NA
200,2020-07-18,637,663,689,NA
201,2020-07-19,642,668,694,NA
202,2020-07-20,647,673,699,NA
203,2020-07-21,651,677,703,NA
204,2020-07-22,654,681,708,NA
205,2020-07-23,658,685,712,NA
206,2020-07-24,662,689,716,NA
207,2020-07-25,666,693,720,NA
208,2020-07-26,669,696,723,NA
