"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-06-24,87667,92894,90280,100848,79712,91708
2020-06-25,91085,94803,92944,103824,82064,94036
2020-06-26,94636,96636,95636,106831,84441,96472
2020-06-27,98325,98392,98358,109872,86844,99313
2020-06-28,102159,100070,101114,112951,89277,100443
2020-06-29,106141,101670,103906,116069,91743,101207
2020-06-30,110279,103194,106736,119231,94241,103206
2020-07-01,114579,104641,109610,122441,96779,105853
2020-07-02,119046,106012,112529,125702,99356,108067
2020-07-03,123687,107311,115499,129019,101979,110411
2020-07-04,128509,108538,118524,132399,104649,112531
2020-07-05,133520,109696,121608,135844,107372,NA
2020-07-06,138725,110786,124756,139360,110152,NA
2020-07-07,144133,111812,127972,142953,112991,NA
2020-07-08,149753,112776,131264,146630,115898,NA
2020-07-09,155591,113681,134636,150397,118875,NA
2020-07-10,161657,114529,138093,154258,121928,NA
2020-07-11,167960,115323,141642,158223,125061,NA
2020-07-12,174508,116065,145286,162293,128279,NA
2020-07-13,181311,116759,149035,166481,131589,NA
2020-07-14,188380,117407,152894,170792,134996,NA
