"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
106,2020-04-15,748,864,980,807
107,2020-04-16,821,948,1075,951
108,2020-04-17,901,1041,1181,1059
109,2020-04-18,989,1142,1295,1193
110,2020-04-19,1086,1254,1422,1230
111,2020-04-20,1191,1376,1561,1341
112,2020-04-21,1307,1510,1713,1489
113,2020-04-22,1434,1657,1880,1644
114,2020-04-23,1575,1819,2063,NA
115,2020-04-24,1728,1996,2264,NA
116,2020-04-25,1897,2191,2485,NA
117,2020-04-26,2081,2404,2727,NA
118,2020-04-27,2285,2639,2993,NA
119,2020-04-28,2507,2896,3285,NA
120,2020-04-29,2751,3178,3605,NA
