"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-03-02,6978,668,3823,4641,3005,114
2020-03-03,7579,814,4196,5094,3298,151
2020-03-04,8232,991,4612,5599,3625,200
2020-03-05,8942,1207,5074,6160,3988,261
2020-03-06,9713,1469,5591,6787,4395,374
2020-03-07,10550,1787,6168,7488,4848,430
2020-03-08,11460,2173,6816,8275,5357,589
2020-03-09,12447,2641,7544,9158,5930,1204
2020-03-10,13520,3208,8364,10154,6574,1639
2020-03-11,14686,3895,9290,11278,7302,2140
2020-03-12,15952,4724,10338,12550,8126,3004
2020-03-13,17327,5724,11526,13993,9059,4231
2020-03-14,18820,6926,12873,15628,10118,5753
2020-03-15,20443,8369,14406,17489,11323,7753
2020-03-16,22205,10094,16150,19606,12694,9191
2020-03-17,24119,12148,18134,22015,14253,11178
2020-03-18,26198,14582,20390,24754,16026,13716
2020-03-19,28456,17452,22954,27866,18042,17147
2020-03-20,30909,20811,25860,31394,20326,19980
2020-03-21,33573,24715,29144,35381,22907,24926
2020-03-22,36468,29210,32839,39867,25811,28572
2020-03-23,39611,34333,36972,44884,29060,33089
2020-03-24,43026,40103,41564,50459,32669,39673
2020-03-25,46734,46517,46626,56604,36648,47610
2020-03-26,50763,53543,52153,63314,40992,56188
2020-03-27,55139,61117,58128,70568,45688,64059
2020-03-28,59892,69140,64516,78323,50709,72248
2020-03-29,65054,77486,71270,86522,56018,78797
2020-03-30,70662,86003,78332,95095,61569,85195
2020-03-31,76753,94527,85640,103967,67313,94417
2020-04-01,83369,102894,93132,113063,73201,102136
2020-04-02,90556,110952,100754,122316,79192,110238
2020-04-03,98362,118569,108466,131678,85254,117710
2020-04-04,106840,125646,116243,141119,91367,124736
2020-04-05,116050,132116,124083,150637,97529,130759
2020-04-06,126054,137944,131999,160247,103751,135032
2020-04-07,136920,143123,140022,169987,110057,140510
2020-04-08,148722,147672,148197,179912,116482,146690
2020-04-09,161542,151625,156584,190094,123074,152446
2020-04-10,175467,155031,165249,200613,129885,157022
2020-04-11,190592,157941,174266,211560,136972,161852
2020-04-12,207021,160411,183716,223032,144400,NA
2020-04-13,224867,162497,193682,235131,152233,NA
2020-04-14,244250,164249,204250,247960,160540,NA
2020-04-15,265305,165714,215510,261630,169390,NA
2020-04-16,288174,166936,227555,276253,178857,NA
2020-04-17,313015,167953,240484,291949,189019,NA
2020-04-18,339997,168796,254396,308838,199954,NA
