location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-06-22;total_cases;24;2020-06-01;6326;2020-06-22;11539;1.82
AL;2020-06-22;total_cases;17;2020-06-08;15706;2020-06-22;29395;1.87
AM;2020-06-22;total_cases;29;2020-05-27;33508;2020-06-22;63731;1.9
AP;2020-06-22;total_cases;17;2020-06-08;13294;2020-06-22;24682;1.86
BA;2020-06-22;total_cases;20;2020-06-04;23463;2020-06-22;47086;2.01
CE;2020-06-22;total_cases;24;2020-06-01;50504;2020-06-22;94158;1.86
DF;2020-06-22;total_cases;16;2020-06-09;18090;2020-06-22;34148;1.89
ES;2020-06-22;total_cases;18;2020-06-07;19619;2020-06-22;35784;1.82
GO;2020-06-22;total_cases;10;2020-06-14;7944;2020-06-22;16536;2.08
MA;2020-06-22;total_cases;22;2020-06-03;38174;2020-06-22;70689;1.85
MG;2020-06-22;total_cases;17;2020-06-08;15883;2020-06-22;28918;1.82
MS;2020-06-22;total_cases;14;2020-06-11;2853;2020-06-22;5391;1.89
MT;2020-06-22;total_cases;12;2020-06-13;5524;2020-06-22;10021;1.81
PA;2020-06-22;total_cases;22;2020-06-03;44774;2020-06-22;86020;1.92
PB;2020-06-22;total_cases;18;2020-06-07;20310;2020-06-22;37253;1.83
PE;2020-06-22;total_cases;30;2020-05-26;28854;2020-06-22;52494;1.82
PI;2020-06-22;total_cases;16;2020-06-09;7927;2020-06-22;14476;1.83
PR;2020-06-22;total_cases;15;2020-06-10;7831;2020-06-22;15124;1.93
RJ;2020-06-22;total_cases;25;2020-05-31;53388;2020-06-22;97572;1.83
RN;2020-06-22;total_cases;16;2020-06-09;11027;2020-06-22;19957;1.81
RO;2020-06-22;total_cases;17;2020-06-08;8626;2020-06-22;15827;1.83
RR;2020-06-22;total_cases;21;2020-06-04;4483;2020-06-22;8188;1.83
RS;2020-06-22;total_cases;22;2020-06-03;10398;2020-06-22;19710;1.9
SC;2020-06-22;total_cases;23;2020-06-02;9660;2020-06-22;17937;1.86
SE;2020-06-22;total_cases;15;2020-06-10;10615;2020-06-22;19384;1.83
SP;2020-06-22;total_cases;23;2020-06-02;118295;2020-06-22;221973;1.88
TO;2020-06-22;total_cases;22;2020-06-03;4698;2020-06-22;8477;1.8
