"dia_ano","dias","otimista","casos_estimados","pessimista","x"
147,2020-05-26,82,108,134,119
148,2020-05-27,85,112,139,134
149,2020-05-28,88,116,144,138
150,2020-05-29,92,121,150,146
151,2020-05-30,95,125,155,157
152,2020-05-31,98,129,160,161
153,2020-06-01,102,134,166,168
154,2020-06-02,105,138,171,180
155,2020-06-03,109,143,177,NA
156,2020-06-04,112,148,184,NA
157,2020-06-05,116,153,190,NA
158,2020-06-06,120,158,196,NA
159,2020-06-07,124,163,202,NA
160,2020-06-08,128,168,208,NA
161,2020-06-09,131,173,215,NA
