"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-03,2314,2352,2333,2694,1972,2346
2020-05-04,2470,2501,2486,2871,2101,2519
2020-05-05,2636,2657,2646,3056,2236,2623
2020-05-06,2813,2820,2816,3252,2380,2917
2020-05-07,3002,2991,2996,3460,2532,3082
2020-05-08,3204,3170,3187,3681,2693,3205
2020-05-09,3420,3356,3388,3913,2863,3372
2020-05-10,3650,3550,3600,4158,3042,3429
2020-05-11,3895,3751,3823,4415,3231,NA
2020-05-12,4157,3959,4058,4687,3429,NA
2020-05-13,4437,4175,4306,4973,3639,NA
2020-05-14,4735,4397,4566,5273,3859,NA
2020-05-15,5054,4626,4840,5590,4090,NA
2020-05-16,5393,4862,5128,5922,4334,NA
2020-05-17,5756,5103,5430,6271,4589,NA
