"dia_ano","dias","otimista","casos_estimados","pessimista","x"
198,2020-07-16,1283,1349,1415,1348
199,2020-07-17,1293,1360,1427,1365
200,2020-07-18,1305,1372,1439,1381
201,2020-07-19,1314,1382,1450,1397
202,2020-07-20,1324,1392,1460,1413
203,2020-07-21,1333,1402,1471,1428
204,2020-07-22,1343,1412,1481,1443
205,2020-07-23,1350,1420,1490,1457
206,2020-07-24,1359,1429,1499,1471
207,2020-07-25,1366,1437,1508,1486
208,2020-07-26,1374,1445,1516,1500
209,2020-07-27,1381,1452,1523,NA
210,2020-07-28,1387,1459,1531,NA
211,2020-07-29,1393,1465,1537,NA
212,2020-07-30,1400,1472,1544,NA
213,2020-07-31,1405,1478,1551,NA
214,2020-08-01,1410,1483,1556,NA
215,2020-08-02,1416,1489,1562,NA
216,2020-08-03,1421,1494,1567,NA
217,2020-08-04,1425,1499,1573,NA
218,2020-08-05,1429,1503,1577,NA
