"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
172,2020-06-20,71,92,113,84
173,2020-06-21,73,95,117,84
174,2020-06-22,76,99,122,85
175,2020-06-23,79,102,125,96
176,2020-06-24,82,106,130,104
177,2020-06-25,85,110,135,109
178,2020-06-26,88,114,140,110
179,2020-06-27,91,118,145,110
180,2020-06-28,94,122,150,119
181,2020-06-29,98,127,156,122
182,2020-06-30,101,131,161,126
183,2020-07-01,105,136,167,NA
184,2020-07-02,109,141,173,NA
185,2020-07-03,113,146,179,NA
186,2020-07-04,117,152,187,NA
187,2020-07-05,121,157,193,NA
188,2020-07-06,126,163,200,NA
189,2020-07-07,131,169,207,NA
190,2020-07-08,135,175,215,NA
191,2020-07-09,140,181,222,NA
192,2020-07-10,145,188,231,NA
