"dia_ano","dias","otimista","casos_estimados","pessimista","x"
145,2020-05-24,93,108,123,104
146,2020-05-25,99,115,131,114
147,2020-05-26,106,122,138,124
148,2020-05-27,112,129,146,133
149,2020-05-28,119,137,155,142
150,2020-05-29,126,146,166,154
151,2020-05-30,134,155,176,162
152,2020-05-31,143,165,187,170
153,2020-06-01,151,175,199,NA
154,2020-06-02,161,186,211,NA
155,2020-06-03,171,198,225,NA
156,2020-06-04,182,210,238,NA
157,2020-06-05,193,223,253,NA
158,2020-06-06,205,237,269,NA
159,2020-06-07,218,252,286,NA
