"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
174,2020-06-22,248,279,310,291
175,2020-06-23,261,294,327,306
176,2020-06-24,274,309,344,330
177,2020-06-25,288,324,360,350
178,2020-06-26,303,341,379,355
179,2020-06-27,318,358,398,355
180,2020-06-28,335,377,419,376
181,2020-06-29,352,396,440,388
182,2020-06-30,369,416,463,394
183,2020-07-01,389,438,487,408
184,2020-07-02,409,460,511,423
185,2020-07-03,429,483,537,NA
186,2020-07-04,451,508,565,NA
187,2020-07-05,474,534,594,NA
188,2020-07-06,498,561,624,NA
189,2020-07-07,524,590,656,NA
190,2020-07-08,551,620,689,NA
191,2020-07-09,579,652,725,NA
192,2020-07-10,608,685,762,NA
193,2020-07-11,639,720,801,NA
194,2020-07-12,672,757,842,NA
