"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-03-02,974,463,718,791,645,2
2020-03-03,1050,509,780,860,700,2
2020-03-04,1132,559,846,932,760,3
2020-03-05,1221,614,918,1012,824,8
2020-03-06,1316,675,996,1098,894,13
2020-03-07,1419,741,1080,1190,970,13
2020-03-08,1530,814,1172,1292,1052,25
2020-03-09,1649,894,1272,1402,1142,25
2020-03-10,1778,983,1380,1521,1239,34
2020-03-11,1917,1079,1498,1651,1345,52
2020-03-12,2067,1186,1626,1792,1460,77
2020-03-13,2228,1303,1766,1946,1586,98
2020-03-14,2402,1431,1916,2111,1721,121
2020-03-15,2590,1572,2081,2293,1869,200
2020-03-16,2792,1726,2259,2489,2029,234
2020-03-17,3010,1896,2453,2703,2203,291
2020-03-18,3245,2082,2664,2936,2392,428
2020-03-19,3499,2286,2892,3187,2597,621
2020-03-20,3772,2510,3141,3461,2821,904
2020-03-21,4067,2756,3412,3760,3064,1128
2020-03-22,4384,3026,3705,4083,3327,1546
2020-03-23,4727,3322,4024,4434,3614,1891
2020-03-24,5096,3646,4371,4817,3925,2201
2020-03-25,5494,4002,4748,5232,4264,2433
2020-03-26,5924,4391,5158,5684,4632,2915
2020-03-27,6386,4818,5602,6173,5031,3417
2020-03-28,6885,5286,6086,6707,5465,3904
2020-03-29,7423,5798,6610,7284,5936,4256
2020-03-30,8003,6358,7180,7912,6448,4579
2020-03-31,8628,6971,7800,8596,7004,5717
2020-04-01,9302,7642,8472,9336,7608,6836
2020-04-02,10029,8375,9202,10141,8263,7910
2020-04-03,10812,9176,9994,11013,8975,9056
2020-04-04,11657,10051,10854,11961,9747,10278
2020-04-05,12568,11006,11787,12989,10585,11130
2020-04-06,13549,12047,12798,14103,11493,12056
2020-04-07,14608,13182,13895,15312,12478,13717
2020-04-08,15749,14418,15084,16622,13546,15927
2020-04-09,16979,15763,16371,18041,14701,17857
2020-04-10,18306,17226,17766,19578,15954,19638
2020-04-11,19736,18814,19275,21241,17309,20727
2020-04-12,21278,20536,20907,23039,18775,22169
2020-04-13,22940,22403,22672,24984,20360,23430
2020-04-14,24732,24424,24578,27085,22071,25262
2020-04-15,26664,26607,26636,29353,23919,28320
2020-04-16,28747,28963,28855,31798,25912,30425
2020-04-17,30993,31501,31247,34434,28060,33682
2020-04-18,33414,34231,33822,37272,30372,36599
2020-04-19,36024,37162,36593,40325,32861,38654
2020-04-20,38839,40301,39570,43606,35534,40581
2020-04-21,41873,43657,42765,47127,38403,43079
2020-04-22,45144,47237,46190,50901,41479,45757
2020-04-23,48670,51045,49858,54943,44773,49492
2020-04-24,52472,55087,53780,59265,48295,52995
2020-04-25,56572,59364,57968,63880,52056,58509
2020-04-26,60991,63877,62434,68802,56066,61888
2020-04-27,65756,68624,67190,74043,60337,66501
2020-04-28,70893,73601,72247,79616,64878,71886
2020-04-29,76431,78802,77616,85532,69700,78162
2020-04-30,82401,84218,83310,91807,74813,85380
2020-05-01,88839,89836,89338,98450,80226,91589
2020-05-02,95779,95641,95710,105472,85948,96559
2020-05-03,103261,101616,102438,112886,91990,101147
2020-05-04,111328,107742,109535,120707,98363,107780
2020-05-05,120025,113995,117010,128944,105076,114715
2020-05-06,129401,120350,124876,137612,112140,NA
2020-05-07,139510,126783,133146,146726,119566,NA
2020-05-08,150408,133264,141836,156302,127370,NA
2020-05-09,162158,139766,150962,166359,135565,NA
2020-05-10,174826,146259,160542,176916,144168,NA
2020-05-11,188483,152715,170599,187999,153199,NA
2020-05-12,203208,159106,181157,199634,162680,NA
