"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-16,23197,23362,23280,25025,21535,21601
2020-05-17,24613,24741,24677,26527,22827,22238
2020-05-18,26115,26192,26154,28115,24193,26665
2020-05-19,27709,27719,27714,29792,25636,27805
2020-05-20,29400,29323,29362,31563,27161,30372
2020-05-21,31195,31008,31102,33434,28770,32089
2020-05-22,33099,32775,32937,35406,30468,33589
2020-05-23,35120,34628,34874,37488,32260,34533
2020-05-24,37263,36570,36916,39684,34148,NA
2020-05-25,39538,38601,39070,41999,36141,NA
2020-05-26,41951,40725,41338,44437,38239,NA
2020-05-27,44512,42943,43728,47006,40450,NA
2020-05-28,47229,45257,46243,49710,42776,NA
2020-05-29,50112,47669,48890,52555,45225,NA
2020-05-30,53171,50179,51675,55549,47801,NA
