"dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados"
2019-12-30,0,0,0,0,0
2019-12-31,0,0,0,0,0
2020-01-01,1,1,1,0,0
2020-01-02,1,1,1,0,0
2020-01-03,1,1,1,0,0
2020-01-04,1,1,1,0,0
2020-01-05,1,1,1,0,0
2020-01-06,1,1,1,0,0
2020-01-07,1,1,1,0,0
2020-01-08,1,1,1,0,0
2020-01-09,1,1,1,0,0
2020-01-10,1,1,1,0,0
2020-01-11,2,2,2,0,0
2020-01-12,2,2,2,0,0
2020-01-13,2,2,2,0,0
2020-01-14,2,2,2,0,1
2020-01-15,2,2,2,0,1
2020-01-16,3,3,3,0,1
2020-01-17,3,3,3,0,1
2020-01-18,3,3,3,0,1
2020-01-19,4,4,4,0,1
2020-01-20,4,4,4,0,1
2020-01-21,4,4,4,0,1
2020-01-22,5,5,5,0,1
2020-01-23,5,5,5,0,2
2020-01-24,6,6,6,0,2
2020-01-25,6,7,8,0,3
2020-01-26,7,8,9,0,3
2020-01-27,7,8,9,0,4
2020-01-28,8,9,10,0,7
2020-01-29,9,10,11,0,11
2020-01-30,10,11,12,0,14
2020-01-31,12,13,14,0,15
2020-02-01,13,14,15,0,19
2020-02-02,15,16,17,1,20
2020-02-03,16,17,18,1,20
2020-02-04,18,19,20,1,25
2020-02-05,19,21,23,1,25
2020-02-06,22,24,26,1,25
2020-02-07,24,26,28,1,25
2020-02-08,27,29,31,1,25
2020-02-09,30,32,34,1,25
2020-02-10,33,36,39,1,25
2020-02-11,37,40,43,1,25
2020-02-12,41,44,47,1,29
2020-02-13,45,49,53,2,30
2020-02-14,50,54,58,2,38
2020-02-15,56,60,64,2,52
2020-02-16,61,66,71,2,59
2020-02-17,69,74,79,3,59
2020-02-18,75,81,87,3,66
2020-02-19,83,90,97,3,84
2020-02-20,92,99,106,3,93
2020-02-21,102,110,118,4,105
2020-02-22,112,121,130,4,132
2020-02-23,124,134,144,5,144
2020-02-24,137,148,159,5,144
2020-02-25,151,163,175,6,164
2020-02-26,166,179,192,6,186
2020-02-27,183,197,211,7,210
2020-02-28,200,216,232,7,230
2020-02-29,220,237,254,8,239
2020-03-01,241,260,279,9,254
2020-03-02,263,284,305,10,254
2020-03-03,288,311,334,11,268
2020-03-04,314,339,364,11,317
2020-03-05,342,369,396,13,349
2020-03-06,373,402,431,14,408
2020-03-07,404,436,468,15,455
2020-03-08,438,473,508,16,488
2020-03-09,474,511,548,17,514
2020-03-10,511,551,591,19,568
2020-03-11,550,593,636,20,619
2020-03-12,590,637,684,22,675
2020-03-13,632,682,732,23,737
2020-03-14,676,729,782,25,780
2020-03-15,720,777,834,26,814
2020-03-16,765,825,885,28,824
2020-03-17,811,875,939,30,829
2020-03-18,856,924,992,31,873
2020-03-19,903,974,1045,33,950
2020-03-20,949,1024,1099,35,1007
2020-03-21,995,1073,1151,36,1046
2020-03-22,1040,1122,1204,38,1089
2020-03-23,1084,1170,1256,40,1128
2020-03-24,1127,1216,1305,41,1193
2020-03-25,1169,1261,1353,43,1268
2020-03-26,1210,1305,1400,44,1364
2020-03-27,1248,1347,1446,46,1387
2020-03-28,1286,1387,1488,47,NA
2020-03-29,1321,1425,1529,48,NA
2020-03-30,1354,1461,1568,50,NA
2020-03-31,1387,1496,1605,51,NA
2020-04-01,1416,1528,1640,52,NA
2020-04-02,1444,1558,1672,53,NA
2020-04-03,1470,1586,1702,54,NA
