"dia_ano","dias","otimista","casos_estimados","pessimista","x"
124,2020-05-03,82,92,102,89
125,2020-05-04,85,96,107,90
126,2020-05-05,88,99,110,94
127,2020-05-06,92,103,114,97
128,2020-05-07,94,106,118,106
129,2020-05-08,97,109,121,111
130,2020-05-09,100,112,124,118
131,2020-05-10,102,115,128,119
132,2020-05-11,104,117,130,NA
133,2020-05-12,107,120,133,NA
134,2020-05-13,109,122,135,NA
135,2020-05-14,110,124,138,NA
136,2020-05-15,112,126,140,NA
137,2020-05-16,114,128,142,NA
138,2020-05-17,115,129,143,NA
