"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-16,3686,3802,3744,4017,3471,3834
2020-05-17,3956,4057,4006,4299,3713,3952
2020-05-18,4245,4322,4284,4597,3971,4023
2020-05-19,4556,4598,4577,4911,4243,4310
2020-05-20,4889,4883,4886,5243,4529,4549
2020-05-21,5246,5176,5211,5592,4830,5188
2020-05-22,5629,5478,5554,5960,5148,5655
2020-05-23,6041,5787,5914,6346,5482,6091
2020-05-24,6483,6102,6292,6752,5832,NA
2020-05-25,6957,6422,6690,7179,6201,NA
2020-05-26,7465,6746,7106,7625,6587,NA
2020-05-27,8011,7072,7542,8093,6991,NA
2020-05-28,8597,7400,7998,8582,7414,NA
2020-05-29,9225,7728,8476,9095,7857,NA
2020-05-30,9899,8056,8978,9634,8322,NA
