"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
162,2020-06-10,6184,6315,6446,6257
163,2020-06-11,6371,6506,6641,6529
164,2020-06-12,6548,6687,6826,6744
165,2020-06-13,6717,6859,7001,6931
166,2020-06-14,6875,7021,7167,6972
167,2020-06-15,7023,7172,7321,7137
168,2020-06-16,7162,7314,7466,7309
169,2020-06-17,7291,7446,7601,7573
170,2020-06-18,7412,7569,7726,NA
171,2020-06-19,7522,7682,7842,NA
172,2020-06-20,7624,7786,7948,NA
173,2020-06-21,7719,7883,8047,NA
174,2020-06-22,7805,7971,8137,NA
175,2020-06-23,7885,8052,8219,NA
176,2020-06-24,7957,8126,8295,NA
