"dia_ano","dias","otimista","casos_estimados","pessimista","x"
193,2020-07-11,465,500,535,485
194,2020-07-12,481,517,553,497
195,2020-07-13,498,535,572,517
196,2020-07-14,515,553,591,534
197,2020-07-15,532,572,612,569
198,2020-07-16,551,592,633,588
199,2020-07-17,569,612,655,646
200,2020-07-18,589,633,677,662
201,2020-07-19,609,655,701,685
202,2020-07-20,630,677,724,694
203,2020-07-21,651,700,749,738
204,2020-07-22,674,724,774,NA
205,2020-07-23,697,749,801,NA
206,2020-07-24,721,775,829,NA
207,2020-07-25,745,801,857,NA
208,2020-07-26,771,829,887,NA
209,2020-07-27,797,857,917,NA
210,2020-07-28,825,887,949,NA
211,2020-07-29,853,917,981,NA
212,2020-07-30,882,948,1014,NA
213,2020-07-31,913,981,1049,NA
