"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
163,2020-06-11,3,4,5,126
164,2020-06-12,3,4,5,126
165,2020-06-13,3,4,5,138
166,2020-06-14,3,4,5,143
167,2020-06-15,3,4,5,142
168,2020-06-16,3,4,5,153
169,2020-06-17,3,4,5,160
170,2020-06-18,3,4,5,161
171,2020-06-19,3,4,5,175
172,2020-06-20,3,4,5,183
173,2020-06-21,3,4,5,187
174,2020-06-22,3,4,5,NA
175,2020-06-23,3,4,5,NA
176,2020-06-24,4,5,6,NA
177,2020-06-25,4,5,6,NA
178,2020-06-26,4,5,6,NA
179,2020-06-27,4,5,6,NA
180,2020-06-28,4,5,6,NA
181,2020-06-29,4,5,6,NA
182,2020-06-30,4,5,6,NA
183,2020-07-01,4,5,6,NA
