"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
134,2020-05-13,3069,3297,3525,3192
135,2020-05-14,3265,3508,3751,3416
136,2020-05-15,3474,3733,3992,3787
137,2020-05-16,3698,3973,4248,4140
138,2020-05-17,3935,4228,4521,4368
139,2020-05-18,4187,4499,4811,4619
140,2020-05-19,4456,4788,5120,4853
141,2020-05-20,4742,5095,5448,5161
142,2020-05-21,5046,5422,5798,NA
143,2020-05-22,5370,5770,6170,NA
144,2020-05-23,5715,6140,6565,NA
145,2020-05-24,6081,6534,6987,NA
146,2020-05-25,6471,6953,7435,NA
147,2020-05-26,6886,7399,7912,NA
148,2020-05-27,7328,7874,8420,NA
