"dia_ano","dias","otimista","casos_estimados","pessimista","x"
152,2020-05-31,248,281,314,271
153,2020-06-01,260,294,328,278
154,2020-06-02,271,307,343,289
155,2020-06-03,283,321,359,306
156,2020-06-04,296,335,374,323
157,2020-06-05,309,350,391,344
158,2020-06-06,323,366,409,368
159,2020-06-07,338,383,428,376
160,2020-06-08,353,400,447,NA
161,2020-06-09,369,418,467,NA
162,2020-06-10,386,437,488,NA
163,2020-06-11,403,457,511,NA
164,2020-06-12,422,478,534,NA
165,2020-06-13,440,499,558,NA
166,2020-06-14,461,522,583,NA
