location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-08-24;total_deaths;63;2020-06-25;335;2020-08-24;604;1.8
AL;2020-08-24;total_deaths;60;2020-06-28;1012;2020-08-24;1827;1.81
AM;2020-08-24;total_deaths;91;2020-05-28;1964;2020-08-24;3578;1.82
AP;2020-08-24;total_deaths;68;2020-06-20;353;2020-08-24;637;1.8
BA;2020-08-24;total_deaths;41;2020-07-17;2738;2020-08-24;4981;1.82
CE;2020-08-24;total_deaths;78;2020-06-10;4480;2020-08-24;8292;1.85
DF;2020-08-24;total_deaths;33;2020-07-25;1275;2020-08-24;2316;1.82
ES;2020-08-24;total_deaths;58;2020-06-30;1648;2020-08-24;3045;1.85
GO;2020-08-24;total_deaths;30;2020-07-28;1473;2020-08-24;2758;1.87
MA;2020-08-24;total_deaths;64;2020-06-24;1836;2020-08-24;3365;1.83
MG;2020-08-24;total_deaths;29;2020-07-29;2608;2020-08-24;4805;1.84
MS;2020-08-24;total_deaths;25;2020-08-02;404;2020-08-24;749;1.85
MT;2020-08-24;total_deaths;37;2020-07-21;1400;2020-08-24;2551;1.82
PA;2020-08-24;total_deaths;85;2020-06-03;3193;2020-08-24;6062;1.9
PB;2020-08-24;total_deaths;46;2020-07-12;1284;2020-08-24;2330;1.81
PE;2020-08-24;total_deaths;69;2020-06-19;4102;2020-08-24;7399;1.8
PI;2020-08-24;total_deaths;46;2020-07-12;936;2020-08-24;1724;1.84
PR;2020-08-24;total_deaths;32;2020-07-26;1671;2020-08-24;3010;1.8
RJ;2020-08-24;total_deaths;70;2020-06-18;8412;2020-08-24;15392;1.83
RN;2020-08-24;total_deaths;54;2020-07-04;1200;2020-08-24;2173;1.81
RO;2020-08-24;total_deaths;49;2020-07-09;589;2020-08-24;1073;1.82
RR;2020-08-24;total_deaths;57;2020-07-01;314;2020-08-24;579;1.84
RS;2020-08-24;total_deaths;30;2020-07-28;1680;2020-08-24;3102;1.85
SC;2020-08-24;total_deaths;27;2020-07-31;1102;2020-08-24;2066;1.87
SE;2020-08-24;total_deaths;46;2020-07-12;984;2020-08-24;1793;1.82
SP;2020-08-24;total_deaths;55;2020-07-03;15694;2020-08-24;28505;1.82
TO;2020-08-24;total_deaths;35;2020-07-23;326;2020-08-24;593;1.82
