"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-03-02,51832,82170,67001,80192,53810,80261
2020-03-03,52235,82302,67268,80512,54024,80380
2020-03-04,52641,82409,67525,80819,54231,80497
2020-03-05,53049,82495,67772,81115,54429,80667
2020-03-06,53461,82565,68013,81403,54623,80768
2020-03-07,53876,82622,68249,81686,54812,80814
2020-03-08,54295,82668,68482,81965,54999,80859
2020-03-09,54716,82705,68710,82237,55183,80879
2020-03-10,55141,82735,68938,82510,55366,80908
2020-03-11,55569,82759,69164,82781,55547,80932
2020-03-12,56001,82779,69390,83051,55729,80954
2020-03-13,56436,82794,69615,83321,55909,80973
2020-03-14,56874,82807,69840,83590,56090,80995
2020-03-15,57316,82818,70067,83862,56272,81020
2020-03-16,57761,82826,70294,84133,56455,81063
2020-03-17,58209,82833,70521,84405,56637,81086
2020-03-18,58661,82838,70750,84679,56821,81130
2020-03-19,59117,82843,70980,84954,57006,81229
2020-03-20,59576,82846,71211,85231,57191,81281
2020-03-21,60039,82849,71444,85510,57378,81346
2020-03-22,60505,82851,71678,85790,57566,81484
2020-03-23,60975,82853,71914,86072,57756,81553
2020-03-24,61448,82855,72152,86357,57947,81631
2020-03-25,61925,82856,72390,86642,58138,81733
2020-03-26,62406,82857,72632,86932,58332,81827
2020-03-27,62891,82858,72874,87221,58527,81946
2020-03-28,63379,82858,73118,87513,58723,82059
2020-03-29,63871,82859,73365,87809,58921,82157
2020-03-30,64367,82859,73613,88106,59120,82241
2020-03-31,64867,82860,73864,88406,59322,82295
2020-04-01,65371,82860,74116,88708,59524,82395
2020-04-02,65878,82860,74369,89011,59727,82465
2020-04-03,66390,82860,74625,89317,59933,82527
2020-04-04,66905,82861,74883,89626,60140,82575
2020-04-05,67425,82861,75143,89937,60349,82642
2020-04-06,67949,82861,75405,90251,60559,82698
2020-04-07,68476,82861,75668,90565,60771,82784
2020-04-08,69008,82861,75934,90884,60984,82870
2020-04-09,69544,82861,76202,91204,61200,82925
2020-04-10,70084,82861,76472,91528,61416,83004
2020-04-11,70628,82861,76744,91853,61635,83097
2020-04-12,71176,82861,77018,92181,61855,83209
2020-04-13,71729,82861,77295,92513,62077,83303
2020-04-14,72286,82861,77574,92847,62301,83352
2020-04-15,72848,82861,77854,93182,62526,83402
2020-04-16,73413,82861,78137,93520,62754,83754
2020-04-17,73983,82861,78422,93862,62982,83785
2020-04-18,74558,82861,78710,94206,63214,83803
2020-04-19,75137,82861,78999,94552,63446,83817
2020-04-20,75720,82861,79290,94900,63680,83849
2020-04-21,76308,82861,79584,95252,63916,83864
2020-04-22,76901,82861,79881,95608,64154,83876
2020-04-23,77498,82861,80180,95966,64394,83884
2020-04-24,78100,82861,80480,96325,64635,83899
2020-04-25,78706,82861,80784,96689,64879,83909
2020-04-26,79317,82861,81089,97054,65124,83912
2020-04-27,79933,82861,81397,97422,65372,83938
2020-04-28,80554,82861,81708,97794,65622,83940
2020-04-29,81179,82861,82020,98168,65872,83944
2020-04-30,81810,82861,82336,98546,66126,83956
2020-05-01,82445,82861,82653,98926,66380,83959
2020-05-02,83085,82861,82973,99309,66637,83961
2020-05-03,83731,82861,83296,99695,66897,83964
2020-05-04,84381,82861,83621,100084,67158,83966
2020-05-05,85036,82861,83948,100475,67421,83968
2020-05-06,85696,82861,84278,100870,67686,83970
2020-05-07,86362,82861,84612,101270,67954,83976
2020-05-08,87032,82861,84946,101670,68222,83976
2020-05-09,87708,82861,85284,102075,68493,83991
2020-05-10,88389,82861,85625,102483,68767,84010
2020-05-11,89076,82861,85968,102893,69043,84011
2020-05-12,89767,82861,86314,103307,69321,84018
2020-05-13,90464,82861,86662,103724,69600,84024
2020-05-14,91167,82861,87014,104145,69883,84029
2020-05-15,91875,82861,87368,104569,70167,84038
2020-05-16,92588,82861,87724,104995,70453,84044
2020-05-17,93307,82861,88084,105426,70742,84054
2020-05-18,94032,82861,88446,105859,71033,84063
2020-05-19,94762,82861,88812,106297,71327,84065
2020-05-20,95498,82861,89180,106738,71622,84067
2020-05-21,96239,82861,89550,107180,71920,84079
2020-05-22,96987,82861,89924,107628,72220,84081
2020-05-23,97740,82861,90300,108078,72522,84084
2020-05-24,98499,82861,90680,108533,72827,84095
2020-05-25,99264,82861,91062,108990,73134,84102
2020-05-26,100035,82861,91448,109452,73444,84103
2020-05-27,100811,82861,91836,109916,73756,84106
2020-05-28,101594,82861,92228,110386,74070,84106
2020-05-29,102383,82861,92622,110857,74387,84123
2020-05-30,103178,82861,93020,111334,74706,84128
2020-05-31,103979,82861,93420,111812,75028,84147
2020-06-01,104787,82861,93824,112296,75352,84154
2020-06-02,105600,82861,94230,112782,75678,84159
2020-06-03,106420,82861,94640,113273,76007,84160
2020-06-04,107247,82861,95054,113768,76340,84171
2020-06-05,108080,82861,95470,114266,76674,83027
2020-06-06,108919,82861,95890,114769,77011,NA
2020-06-07,109765,82861,96313,115275,77351,NA
2020-06-08,110617,82861,96739,115785,77693,NA
2020-06-09,111476,82861,97168,116298,78038,NA
2020-06-10,112342,82861,97602,116818,78386,NA
2020-06-11,113214,82861,98038,117340,78736,NA
2020-06-12,114093,82861,98477,117865,79089,NA
