"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-25,1565,1565,1565,1615,1515,1500
2020-05-26,1683,1682,1682,1735,1629,1628
2020-05-27,1809,1809,1809,1866,1752,1839
2020-05-28,1945,1945,1945,2007,1883,1951
2020-05-29,2091,2091,2091,2157,2025,2103
2020-05-30,2249,2249,2249,2320,2178,2361
2020-05-31,2418,2418,2418,2495,2341,2429
2020-06-01,2600,2599,2600,2683,2517,2541
2020-06-02,2795,2795,2795,2884,2706,NA
2020-06-03,3006,3005,3006,3101,2911,NA
2020-06-04,3232,3231,3232,3335,3129,NA
2020-06-05,3475,3473,3474,3584,3364,NA
2020-06-06,3736,3734,3735,3854,3616,NA
2020-06-07,4017,4015,4016,4143,3889,NA
2020-06-08,4320,4317,4318,4455,4181,NA
