"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
175,2020-06-23,54,62,70,52
176,2020-06-24,60,68,76,70
177,2020-06-25,65,74,83,82
178,2020-06-26,71,81,91,90
179,2020-06-27,78,89,100,90
180,2020-06-28,85,97,109,103
181,2020-06-29,93,106,119,109
182,2020-06-30,101,115,129,111
183,2020-07-01,109,125,141,119
184,2020-07-02,119,136,153,135
185,2020-07-03,129,147,165,149
186,2020-07-04,139,159,179,NA
187,2020-07-05,151,172,193,NA
188,2020-07-06,162,185,208,NA
189,2020-07-07,173,198,223,NA
190,2020-07-08,186,212,238,NA
191,2020-07-09,199,227,255,NA
192,2020-07-10,212,242,272,NA
193,2020-07-11,225,257,289,NA
194,2020-07-12,238,272,306,NA
195,2020-07-13,252,288,324,NA
