location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
Brasil;2020-04-01;total_cases;5;2020-03-30;1517;2020-04-01;2981;1.97
Brasil;2020-04-04;total_cases;7;2020-03-31;2339;2020-04-04;4466;1.91
Brasil;2020-04-05;total_cases;8;2020-03-31;2339;2020-04-05;4620;1.98
Brasil;2020-04-06;total_cases;8;2020-03-31;2339;2020-04-06;4866;2.08
Brasil;2020-04-07;total_cases;9;2020-04-01;2981;2020-04-07;5682;1.91
Brasil;2020-04-08;total_cases;9;2020-04-02;3506;2020-04-08;6708;1.91
Brasil;2020-04-09;total_cases;9;2020-04-03;4048;2020-04-09;7480;1.85
Brasil;2020-04-10;total_cases;9;2020-04-04;4466;2020-04-10;8216;1.84
Brasil;2020-04-11;total_cases;9;2020-04-05;4620;2020-04-11;8419;1.82
Brasil;2020-04-12;total_cases;10;2020-04-05;4620;2020-04-12;8755;1.9
Brasil;2020-04-13;total_cases;10;2020-04-06;4866;2020-04-13;8895;1.83
Brasil;2020-04-14;total_cases;11;2020-04-06;4866;2020-04-14;9371;1.93
Brasil;2020-04-15;total_cases;11;2020-04-07;5682;2020-04-15;11043;1.94
Brasil;2020-04-16;total_cases;11;2020-04-07;5682;2020-04-16;11568;2.04
Brasil;2020-04-17;total_cases;12;2020-04-08;6708;2020-04-17;12841;1.91
Brasil;2020-04-18;total_cases;12;2020-04-09;7480;2020-04-18;13894;1.86
Brasil;2020-04-19;total_cases;13;2020-04-09;7480;2020-04-19;14267;1.91
Brasil;2020-04-20;total_cases;14;2020-04-09;7480;2020-04-20;14580;1.95
Brasil;2020-04-21;total_cases;13;2020-04-11;8419;2020-04-21;15385;1.83
Brasil;2020-04-22;total_cases;13;2020-04-12;8755;2020-04-22;15914;1.82
Brasil;2020-04-23;total_cases;13;2020-04-13;8895;2020-04-23;16740;1.88
Brasil;2020-04-24;total_cases;13;2020-04-14;9371;2020-04-24;17826;1.9
Brasil;2020-04-25;total_cases;13;2020-04-15;11043;2020-04-25;20004;1.81
Brasil;2020-04-26;total_cases;14;2020-04-15;11043;2020-04-26;20715;1.88
Brasil;2020-04-27;total_cases;14;2020-04-16;11568;2020-04-27;21696;1.88
Brasil;2020-04-28;total_cases;14;2020-04-17;12841;2020-04-28;24041;1.87
Brasil;2020-04-29;total_cases;13;2020-04-19;14267;2020-04-29;26158;1.83
Brasil;2020-04-30;total_cases;11;2020-04-22;15914;2020-04-30;28698;1.8
Brasil;2020-05-01;total_cases;11;2020-04-23;16740;2020-05-01;30374;1.81
Brasil;2020-05-02;total_cases;12;2020-04-23;16740;2020-05-02;31174;1.86
Brasil;2020-05-03;total_cases;13;2020-04-23;16740;2020-05-03;31772;1.9
Brasil;2020-05-04;total_cases;13;2020-04-24;17826;2020-05-04;32187;1.81
Brasil;2020-05-05;total_cases;14;2020-04-24;17826;2020-05-05;34053;1.91
Brasil;2020-05-06;total_cases;13;2020-04-26;20715;2020-05-06;37853;1.83
Brasil;2020-05-07;total_cases;13;2020-04-27;21696;2020-05-07;39928;1.84
Brasil;2020-05-08;total_cases;14;2020-04-27;21696;2020-05-08;41830;1.93
Brasil;2020-05-09;total_cases;14;2020-04-28;24041;2020-05-09;44411;1.85
Brasil;2020-05-10;total_cases;15;2020-04-28;24041;2020-05-10;45444;1.89
Brasil;2020-05-11;total_cases;16;2020-04-28;24041;2020-05-11;46131;1.92
Brasil;2020-05-12;total_cases;16;2020-04-29;26158;2020-05-12;47719;1.82
Brasil;2020-05-13;total_cases;17;2020-04-29;26158;2020-05-13;51097;1.95
Brasil;2020-05-14;total_cases;17;2020-04-30;28698;2020-05-14;54286;1.89
Brasil;2020-05-15;total_cases;14;2020-05-04;32187;2020-05-15;58378;1.81
Brasil;2020-05-16;total_cases;15;2020-05-04;32187;2020-05-16;61183;1.9
Brasil;2020-05-17;total_cases;15;2020-05-05;34053;2020-05-17;62345;1.83
Brasil;2020-05-18;total_cases;16;2020-05-05;34053;2020-05-18;63066;1.85
Brasil;2020-05-19;total_cases;17;2020-05-05;34053;2020-05-19;65995;1.94
Brasil;2020-05-20;total_cases;17;2020-05-06;37853;2020-05-20;69859;1.85
Brasil;2020-05-21;total_cases;17;2020-05-07;39928;2020-05-21;73739;1.85
Brasil;2020-05-22;total_cases;17;2020-05-08;41830;2020-05-22;76871;1.84
Brasil;2020-05-23;total_cases;17;2020-05-09;44411;2020-05-23;80558;1.81
Brasil;2020-05-24;total_cases;17;2020-05-10;45444;2020-05-24;82161;1.81
Brasil;2020-05-25;total_cases;17;2020-05-11;46131;2020-05-25;83625;1.81
Brasil;2020-05-26;total_cases;17;2020-05-12;47719;2020-05-26;86017;1.8
Brasil;2020-05-27;total_cases;18;2020-05-12;47719;2020-05-27;89483;1.88
Brasil;2020-05-28;total_cases;18;2020-05-13;51097;2020-05-28;95865;1.88
Brasil;2020-05-29;total_cases;18;2020-05-14;54286;2020-05-29;101556;1.87
