"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-13,5361,5562,5462,5743,5181,5401
2020-05-14,5714,5883,5798,6096,5500,5813
2020-05-15,6092,6211,6152,6469,5835,6198
2020-05-16,6494,6545,6520,6855,6185,6595
2020-05-17,6923,6885,6904,7259,6549,6744
2020-05-18,7380,7229,7304,7680,6928,7157
2020-05-19,7867,7576,7722,8119,7325,7693
2020-05-20,8386,7925,8156,8576,7736,8092
2020-05-21,8940,8274,8607,9050,8164,NA
2020-05-22,9530,8621,9076,9543,8609,NA
2020-05-23,10159,8967,9563,10055,9071,NA
2020-05-24,10830,9309,10070,10588,9552,NA
2020-05-25,11545,9646,10596,11141,10051,NA
2020-05-26,12307,9976,11142,11715,10569,NA
2020-05-27,13119,10300,11710,12312,11108,NA
