location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-06-30;total_cases;28;2020-06-05;7284;2020-06-30;13253;1.82
AL;2020-06-30;total_cases;22;2020-06-11;19200;2020-06-30;35962;1.87
AM;2020-06-30;total_cases;35;2020-05-29;38909;2020-06-30;70823;1.82
AP;2020-06-30;total_cases;21;2020-06-12;15683;2020-06-30;28492;1.82
BA;2020-06-30;total_cases;17;2020-06-16;39206;2020-06-30;73307;1.87
CE;2020-06-30;total_cases;29;2020-06-04;59795;2020-06-30;108699;1.82
DF;2020-06-30;total_cases;16;2020-06-17;27140;2020-06-30;49218;1.81
ES;2020-06-30;total_cases;20;2020-06-13;25932;2020-06-30;46893;1.81
GO;2020-06-30;total_cases;15;2020-06-18;13304;2020-06-30;24381;1.83
MA;2020-06-30;total_cases;28;2020-06-05;43313;2020-06-30;80451;1.86
MG;2020-06-30;total_cases;15;2020-06-18;24906;2020-06-30;45001;1.81
MS;2020-06-30;total_cases;15;2020-06-18;4274;2020-06-30;7965;1.86
MT;2020-06-30;total_cases;14;2020-06-19;8353;2020-06-30;15636;1.87
PA;2020-06-30;total_cases;25;2020-06-08;56032;2020-06-30;103206;1.84
PB;2020-06-30;total_cases;22;2020-06-11;25370;2020-06-30;46957;1.85
PE;2020-06-30;total_cases;35;2020-05-29;32255;2020-06-30;58858;1.82
PI;2020-06-30;total_cases;17;2020-06-16;10881;2020-06-30;20422;1.88
PR;2020-06-30;total_cases;15;2020-06-18;11919;2020-06-30;22877;1.92
RJ;2020-06-30;total_cases;29;2020-06-04;60932;2020-06-30;112611;1.85
RN;2020-06-30;total_cases;14;2020-06-19;16039;2020-06-30;30287;1.89
RO;2020-06-30;total_cases;20;2020-06-13;11710;2020-06-30;21251;1.81
RR;2020-06-30;total_cases;12;2020-06-21;8120;2020-06-30;14641;1.8
RS;2020-06-30;total_cases;19;2020-06-14;14661;2020-06-30;26941;1.84
SC;2020-06-30;total_cases;17;2020-06-16;14402;2020-06-30;26354;1.83
SE;2020-06-30;total_cases;19;2020-06-14;13968;2020-06-30;25411;1.82
SP;2020-06-30;total_cases;23;2020-06-10;156316;2020-06-30;281380;1.8
TO;2020-06-30;total_cases;25;2020-06-08;5807;2020-06-30;10764;1.85
