"dia_ano","dias","otimista","casos_estimados","pessimista","x"
160,2020-06-08,132,156,180,145
161,2020-06-09,139,165,191,168
162,2020-06-10,146,173,200,182
163,2020-06-11,155,183,211,188
164,2020-06-12,162,192,222,192
165,2020-06-13,172,203,234,197
166,2020-06-14,181,214,247,200
167,2020-06-15,190,225,260,203
168,2020-06-16,200,237,274,NA
169,2020-06-17,211,250,289,NA
170,2020-06-18,222,263,304,NA
171,2020-06-19,234,277,320,NA
172,2020-06-20,247,292,337,NA
173,2020-06-21,259,307,355,NA
174,2020-06-22,274,324,374,NA
