"dia_ano","dias","otimista","casos_estimados","pessimista","x"
135,2020-05-14,249,259,269,262
136,2020-05-15,263,273,283,281
137,2020-05-16,278,289,300,286
138,2020-05-17,292,304,316,295
139,2020-05-18,308,320,332,312
140,2020-05-19,322,335,348,326
141,2020-05-20,338,351,364,362
142,2020-05-21,353,367,381,376
143,2020-05-22,368,383,398,NA
144,2020-05-23,384,399,414,NA
145,2020-05-24,398,414,430,NA
146,2020-05-25,414,430,446,NA
147,2020-05-26,428,445,462,NA
148,2020-05-27,443,460,477,NA
149,2020-05-28,456,474,492,NA
