"country","dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados","mortes_confirmadas","latitude","longitude"
"United.States",2019-12-30,228,252,276,14,0,0,"37.09024","0"
"United.States",2019-12-31,246,272,298,16,0,0,"37.09024","0"
"United.States",2020-01-01,265,293,321,17,0,0,"37.09024","0"
"United.States",2020-01-02,286,316,346,18,0,0,"37.09024","0"
"United.States",2020-01-03,308,341,374,20,0,0,"37.09024","0"
"United.States",2020-01-04,333,368,403,21,0,0,"37.09024","0"
"United.States",2020-01-05,359,397,435,23,0,0,"37.09024","0"
"United.States",2020-01-06,387,428,469,25,0,0,"37.09024","0"
"United.States",2020-01-07,418,462,506,26,0,0,"37.09024","0"
"United.States",2020-01-08,450,498,546,29,0,0,"37.09024","0"
"United.States",2020-01-09,486,537,588,31,0,0,"37.09024","0"
"United.States",2020-01-10,524,579,634,33,0,0,"37.09024","0"
"United.States",2020-01-11,565,625,685,36,0,0,"37.09024","0"
"United.States",2020-01-12,610,674,738,39,0,0,"37.09024","0"
"United.States",2020-01-13,658,727,796,42,0,0,"37.09024","0"
"United.States",2020-01-14,709,784,859,45,0,0,"37.09024","0"
"United.States",2020-01-15,765,846,927,49,0,0,"37.09024","0"
"United.States",2020-01-16,825,912,999,52,0,0,"37.09024","0"
"United.States",2020-01-17,890,984,1078,56,0,0,"37.09024","0"
"United.States",2020-01-18,960,1061,1162,61,0,0,"37.09024","0"
"United.States",2020-01-19,1035,1144,1253,66,0,0,"37.09024","0"
"United.States",2020-01-20,1116,1234,1352,71,1,0,"37.09024","0"
"United.States",2020-01-21,1204,1331,1458,76,1,0,"37.09024","0"
"United.States",2020-01-22,1298,1435,1572,82,1,0,"37.09024","0"
"United.States",2020-01-23,1400,1548,1696,89,1,0,"37.09024","0"
"United.States",2020-01-24,1510,1670,1830,96,2,0,"37.09024","0"
"United.States",2020-01-25,1629,1801,1973,103,2,0,"37.09024","0"
"United.States",2020-01-26,1756,1942,2128,111,5,0,"37.09024","0"
"United.States",2020-01-27,1894,2094,2294,120,5,0,"37.09024","0"
"United.States",2020-01-28,2043,2259,2475,130,5,0,"37.09024","0"
"United.States",2020-01-29,2203,2436,2669,140,5,0,"37.09024","0"
"United.States",2020-01-30,2376,2627,2878,151,6,0,"37.09024","0"
"United.States",2020-01-31,2562,2833,3104,162,7,0,"37.09024","0"
"United.States",2020-02-01,2764,3056,3348,175,8,0,"37.09024","0"
"United.States",2020-02-02,2980,3295,3610,189,11,0,"37.09024","0"
"United.States",2020-02-03,3214,3554,3894,204,11,0,"37.09024","0"
"United.States",2020-02-04,3466,3832,4198,220,11,0,"37.09024","0"
"United.States",2020-02-05,3738,4133,4528,237,12,0,"37.09024","0"
"United.States",2020-02-06,4031,4457,4883,256,12,0,"37.09024","0"
"United.States",2020-02-07,4347,4806,5265,276,12,0,"37.09024","0"
