"dia_ano","dias","otimista","casos_estimados","pessimista","x"
146,2020-05-25,102,115,128,121
147,2020-05-26,110,123,136,133
148,2020-05-27,117,131,145,137
149,2020-05-28,124,139,154,142
150,2020-05-29,132,148,164,145
151,2020-05-30,140,157,174,151
152,2020-05-31,150,168,186,156
153,2020-06-01,159,178,197,159
154,2020-06-02,169,190,211,NA
155,2020-06-03,180,202,224,NA
156,2020-06-04,191,215,239,NA
157,2020-06-05,204,229,254,NA
158,2020-06-06,217,244,271,NA
159,2020-06-07,231,259,287,NA
160,2020-06-08,246,276,306,NA
