"country","dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados"
"Malaysia",2019-12-30,0,0,0,0,0
"Malaysia",2019-12-31,0,0,0,0,0
"Malaysia",2020-01-01,0,0,0,0,0
"Malaysia",2020-01-02,0,0,0,0,0
"Malaysia",2020-01-03,0,0,0,0,0
"Malaysia",2020-01-04,0,0,0,0,0
"Malaysia",2020-01-05,0,0,0,0,0
"Malaysia",2020-01-06,0,0,0,0,0
"Malaysia",2020-01-07,0,0,0,0,0
"Malaysia",2020-01-08,0,0,0,0,0
"Malaysia",2020-01-09,0,0,0,0,0
"Malaysia",2020-01-10,0,0,0,0,0
"Malaysia",2020-01-11,0,0,0,0,0
"Malaysia",2020-01-12,0,0,0,0,0
"Malaysia",2020-01-13,0,0,0,0,0
"Malaysia",2020-01-14,0,0,0,0,0
"Malaysia",2020-01-15,0,0,0,0,0
"Malaysia",2020-01-16,0,0,0,0,0
"Malaysia",2020-01-17,0,0,0,0,0
"Malaysia",2020-01-18,0,0,0,0,0
"Malaysia",2020-01-19,0,0,0,0,0
"Malaysia",2020-01-20,0,0,0,0,0
"Malaysia",2020-01-21,0,0,0,0,0
"Malaysia",2020-01-22,1,1,1,0,0
"Malaysia",2020-01-23,1,1,1,0,0
"Malaysia",2020-01-24,1,1,1,0,3
"Malaysia",2020-01-25,1,1,1,0,4
"Malaysia",2020-01-26,1,1,1,0,4
"Malaysia",2020-01-27,1,1,1,0,4
"Malaysia",2020-01-28,1,1,1,0,7
"Malaysia",2020-01-29,1,1,1,0,7
"Malaysia",2020-01-30,1,1,1,0,8
"Malaysia",2020-01-31,1,2,3,0,8
"Malaysia",2020-02-01,1,2,3,0,8
"Malaysia",2020-02-02,1,2,3,0,8
"Malaysia",2020-02-03,1,2,3,0,8
"Malaysia",2020-02-04,2,3,4,0,10
"Malaysia",2020-02-05,2,3,4,0,12
"Malaysia",2020-02-06,3,4,5,0,14
"Malaysia",2020-02-07,3,4,5,0,15
"Malaysia",2020-02-08,4,5,6,0,16
"Malaysia",2020-02-09,4,5,6,0,18
"Malaysia",2020-02-10,4,6,8,0,18
"Malaysia",2020-02-11,5,7,9,0,18
"Malaysia",2020-02-12,6,8,10,0,18
"Malaysia",2020-02-13,6,9,12,0,19
"Malaysia",2020-02-14,7,10,13,0,21
"Malaysia",2020-02-15,8,11,14,0,22
"Malaysia",2020-02-16,9,13,17,0,22
"Malaysia",2020-02-17,11,15,19,0,22
"Malaysia",2020-02-18,12,17,22,0,22
"Malaysia",2020-02-19,14,19,24,0,22
"Malaysia",2020-02-20,15,21,27,0,22
"Malaysia",2020-02-21,17,24,31,0,22
"Malaysia",2020-02-22,20,28,36,0,22
"Malaysia",2020-02-23,23,32,41,0,22
"Malaysia",2020-02-24,26,36,46,0,22
"Malaysia",2020-02-25,29,41,53,0,22
"Malaysia",2020-02-26,34,47,60,1,22
"Malaysia",2020-02-27,38,53,68,1,23
"Malaysia",2020-02-28,43,60,77,1,25
"Malaysia",2020-02-29,49,69,89,1,25
"Malaysia",2020-03-01,56,78,100,1,29
"Malaysia",2020-03-02,64,89,114,1,0
"Malaysia",2020-03-03,72,101,130,1,36
"Malaysia",2020-03-04,82,115,148,1,50
"Malaysia",2020-03-05,94,131,168,2,50
"Malaysia",2020-03-06,107,149,191,2,83
"Malaysia",2020-03-07,121,169,217,2,93
"Malaysia",2020-03-08,138,193,248,2,99
"Malaysia",2020-03-09,157,219,281,3,117
"Malaysia",2020-03-10,179,250,321,3,129
"Malaysia",2020-03-11,203,284,365,3,149
"Malaysia",2020-03-12,231,323,415,4,158
"Malaysia",2020-03-13,263,368,473,4,197
"Malaysia",2020-03-14,300,419,538,5,238
"Malaysia",2020-03-15,341,477,613,6,428
"Malaysia",2020-03-16,388,542,696,6,553
"Malaysia",2020-03-17,441,617,793,7,673
"Malaysia",2020-03-18,502,702,902,8,790
"Malaysia",2020-03-19,571,799,1027,9,900
"Malaysia",2020-03-20,651,910,1169,11,1030
"Malaysia",2020-03-21,740,1035,1330,12,1183
"Malaysia",2020-03-22,842,1178,1514,14,1306
"Malaysia",2020-03-23,959,1341,1723,16,1518
"Malaysia",2020-03-24,1091,1525,1959,18,1624
"Malaysia",2020-03-25,1242,1736,2230,20,1796
"Malaysia",2020-03-26,1413,1975,2537,23,2031
"Malaysia",2020-03-27,1608,2248,2888,26,2161
"Malaysia",2020-03-28,1829,2558,3287,30,2320
"Malaysia",2020-03-29,2082,2911,3740,34,NA
"Malaysia",2020-03-30,2369,3313,4257,39,NA
"Malaysia",2020-03-31,2696,3770,4844,44,NA
"Malaysia",2020-04-01,3068,4290,5512,50,NA
"Malaysia",2020-04-02,3492,4882,6272,57,NA
"Malaysia",2020-04-03,3974,5556,7138,65,NA
"Malaysia",2020-04-04,4521,6322,8123,74,NA
