"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
174,2020-06-22,133,164,195,160
175,2020-06-23,137,170,203,165
176,2020-06-24,142,176,210,170
177,2020-06-25,147,182,217,183
178,2020-06-26,152,188,224,183
179,2020-06-27,157,194,231,183
180,2020-06-28,162,201,240,193
181,2020-06-29,167,207,247,196
182,2020-06-30,173,214,255,200
183,2020-07-01,179,222,265,202
184,2020-07-02,185,229,273,209
185,2020-07-03,192,237,282,NA
186,2020-07-04,198,245,292,NA
187,2020-07-05,205,253,301,NA
188,2020-07-06,212,262,312,NA
189,2020-07-07,219,271,323,NA
190,2020-07-08,226,280,334,NA
191,2020-07-09,234,290,346,NA
192,2020-07-10,242,299,356,NA
193,2020-07-11,251,310,369,NA
194,2020-07-12,259,320,381,NA
