"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
189,2020-07-07,52,71,90,2179
190,2020-07-08,54,74,94,2209
191,2020-07-09,56,77,98,2263
192,2020-07-10,59,80,101,2320
193,2020-07-11,61,83,105,2338
194,2020-07-12,64,87,110,2377
195,2020-07-13,67,91,115,2427
196,2020-07-14,69,94,119,2476
197,2020-07-15,72,98,124,2515
198,2020-07-16,75,103,131,2580
199,2020-07-17,78,107,136,2629
200,2020-07-18,81,111,141,NA
201,2020-07-19,85,116,147,NA
202,2020-07-20,89,121,153,NA
203,2020-07-21,92,126,160,NA
204,2020-07-22,97,132,167,NA
205,2020-07-23,100,137,174,NA
206,2020-07-24,105,143,181,NA
207,2020-07-25,109,149,189,NA
208,2020-07-26,114,155,196,NA
209,2020-07-27,119,162,205,NA
