"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
164,2020-06-12,19,24,29,30
165,2020-06-13,20,25,30,29
166,2020-06-14,22,27,32,29
167,2020-06-15,22,28,34,31
168,2020-06-16,24,30,36,30
169,2020-06-17,26,32,38,33
170,2020-06-18,27,34,41,33
171,2020-06-19,29,36,43,35
172,2020-06-20,31,39,47,37
173,2020-06-21,33,41,49,37
174,2020-06-22,34,43,52,37
175,2020-06-23,37,46,55,NA
176,2020-06-24,39,49,59,NA
177,2020-06-25,42,52,62,NA
178,2020-06-26,44,55,66,NA
179,2020-06-27,47,59,71,NA
180,2020-06-28,50,62,74,NA
181,2020-06-29,53,66,79,NA
182,2020-06-30,56,70,84,NA
183,2020-07-01,60,75,90,NA
184,2020-07-02,63,79,95,NA
