"dia_ano","dias","otimista","casos_estimados","pessimista","x"
169,2020-06-17,5040,5216,5392,5282
170,2020-06-18,5130,5309,5488,5377
171,2020-06-19,5216,5398,5580,5460
172,2020-06-20,5299,5484,5669,5518
173,2020-06-21,5377,5565,5753,5523
174,2020-06-22,5453,5643,5833,5604
175,2020-06-23,5525,5718,5911,5717
176,2020-06-24,5594,5789,5984,5815
177,2020-06-25,5659,5856,6053,5875
178,2020-06-26,5721,5920,6119,5920
179,2020-06-27,5778,5980,6182,5981
180,2020-06-28,5834,6037,6240,NA
181,2020-06-29,5886,6091,6296,NA
182,2020-06-30,5935,6142,6349,NA
183,2020-07-01,5981,6190,6399,NA
184,2020-07-02,6025,6235,6445,NA
185,2020-07-03,6066,6278,6490,NA
186,2020-07-04,6105,6318,6531,NA
187,2020-07-05,6141,6355,6569,NA
188,2020-07-06,6175,6390,6605,NA
189,2020-07-07,6207,6423,6639,NA
