"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-12,2587,2674,2630,2788,2472,2580
2020-05-13,2793,2875,2834,3004,2664,2761
2020-05-14,3014,3085,3050,3233,2867,2972
2020-05-15,3254,3304,3279,3476,3082,3212
2020-05-16,3512,3531,3522,3734,3310,3593
2020-05-17,3791,3764,3778,4005,3551,3816
2020-05-18,4092,4004,4048,4291,3805,4031
2020-05-19,4417,4250,4334,4595,4073,4316
2020-05-20,4768,4499,4634,4913,4355,NA
2020-05-21,5147,4751,4949,5247,4651,NA
2020-05-22,5555,5006,5280,5597,4963,NA
2020-05-23,5997,5261,5629,5967,5291,NA
2020-05-24,6473,5515,5994,6354,5634,NA
2020-05-25,6987,5767,6377,6760,5994,NA
2020-05-26,7542,6016,6779,7187,6371,NA
