"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-06-02,41479,43327,42403,46405,38401,43195
2020-06-03,43614,44655,44134,48299,39969,44347
2020-06-04,45859,45937,45898,50229,41567,46473
2020-06-05,48219,47170,47694,52195,43193,47666
2020-06-06,50700,48352,49526,54200,44852,48785
2020-06-07,53310,49481,51396,56246,46546,49269
2020-06-08,56054,50556,53305,58335,48275,49811
2020-06-09,58939,51577,55258,60473,50043,51234
2020-06-10,61972,52543,57258,62661,51855,NA
2020-06-11,65161,53455,59308,64905,53711,NA
2020-06-12,68515,54313,61414,67210,55618,NA
2020-06-13,72041,55119,63580,69580,57580,NA
2020-06-14,75749,55874,65812,72023,59601,NA
2020-06-15,79648,56579,68114,74542,61686,NA
2020-06-16,83747,57238,70492,77144,63840,NA
