"country","dias","otimista","casos_estimados","pessimista","estimativa_mortes","casos_confirmados"
"Tunisia",2019-12-30,0,0,0,0,0
"Tunisia",2019-12-31,0,0,0,0,0
"Tunisia",2020-01-01,0,0,0,0,0
"Tunisia",2020-01-02,0,0,0,0,0
"Tunisia",2020-01-03,0,0,0,0,0
"Tunisia",2020-01-04,0,0,0,0,0
"Tunisia",2020-01-05,0,0,0,0,0
"Tunisia",2020-01-06,0,0,0,0,0
"Tunisia",2020-01-07,0,0,0,0,0
"Tunisia",2020-01-08,0,0,0,0,0
"Tunisia",2020-01-09,0,0,0,0,0
"Tunisia",2020-01-10,0,0,0,0,0
"Tunisia",2020-01-11,0,0,0,0,0
"Tunisia",2020-01-12,0,0,0,0,0
"Tunisia",2020-01-13,0,0,0,0,0
"Tunisia",2020-01-14,0,0,0,0,0
"Tunisia",2020-01-15,0,0,0,0,0
"Tunisia",2020-01-16,0,0,0,0,0
"Tunisia",2020-01-17,0,0,0,0,0
"Tunisia",2020-01-18,0,0,0,0,0
"Tunisia",2020-01-19,0,0,0,0,0
"Tunisia",2020-01-20,0,0,0,0,0
"Tunisia",2020-01-21,0,0,0,0,0
"Tunisia",2020-01-22,0,0,0,0,0
"Tunisia",2020-01-23,0,0,0,0,0
"Tunisia",2020-01-24,0,0,0,0,0
"Tunisia",2020-01-25,0,0,0,0,0
"Tunisia",2020-01-26,0,0,0,0,0
"Tunisia",2020-01-27,0,0,0,0,0
"Tunisia",2020-01-28,0,0,0,0,0
"Tunisia",2020-01-29,0,0,0,0,0
"Tunisia",2020-01-30,0,0,0,0,0
"Tunisia",2020-01-31,0,0,0,0,0
"Tunisia",2020-02-01,0,0,0,0,0
"Tunisia",2020-02-02,0,0,0,0,0
"Tunisia",2020-02-03,0,0,0,0,0
"Tunisia",2020-02-04,0,0,0,0,0
"Tunisia",2020-02-05,0,0,0,0,0
"Tunisia",2020-02-06,0,0,0,0,0
"Tunisia",2020-02-07,0,0,0,0,0
"Tunisia",2020-02-08,0,0,0,0,0
"Tunisia",2020-02-09,0,0,0,0,0
"Tunisia",2020-02-10,0,0,0,0,0
"Tunisia",2020-02-11,0,0,0,0,0
"Tunisia",2020-02-12,0,0,0,0,0
"Tunisia",2020-02-13,0,0,0,0,0
"Tunisia",2020-02-14,0,0,0,0,0
"Tunisia",2020-02-15,0,0,0,0,0
"Tunisia",2020-02-16,0,0,0,0,0
"Tunisia",2020-02-17,0,0,0,0,0
"Tunisia",2020-02-18,0,0,0,0,0
"Tunisia",2020-02-19,0,0,0,0,0
"Tunisia",2020-02-20,0,0,0,0,0
"Tunisia",2020-02-21,0,0,0,0,0
"Tunisia",2020-02-22,0,0,0,0,0
"Tunisia",2020-02-23,0,0,0,0,0
"Tunisia",2020-02-24,0,0,0,0,0
"Tunisia",2020-02-25,0,0,0,0,0
"Tunisia",2020-02-26,0,0,0,0,0
"Tunisia",2020-02-27,0,0,0,0,0
"Tunisia",2020-02-28,0,0,0,0,0
"Tunisia",2020-02-29,1,1,1,0,0
"Tunisia",2020-03-01,1,1,1,0,0
"Tunisia",2020-03-02,1,1,1,0,1
"Tunisia",2020-03-03,1,1,1,0,0
"Tunisia",2020-03-04,1,1,1,0,0
"Tunisia",2020-03-05,2,2,2,0,0
"Tunisia",2020-03-06,2,2,2,0,0
"Tunisia",2020-03-07,2,3,4,0,0
"Tunisia",2020-03-08,2,3,4,0,0
"Tunisia",2020-03-09,3,4,5,0,2
"Tunisia",2020-03-10,4,5,6,0,5
"Tunisia",2020-03-11,5,6,7,0,7
"Tunisia",2020-03-12,6,8,10,0,13
"Tunisia",2020-03-13,8,10,12,0,16
"Tunisia",2020-03-14,10,13,16,0,16
"Tunisia",2020-03-15,13,16,19,0,18
"Tunisia",2020-03-16,16,20,24,1,20
"Tunisia",2020-03-17,20,25,30,1,24
"Tunisia",2020-03-18,25,32,39,1,29
"Tunisia",2020-03-19,32,40,48,1,39
"Tunisia",2020-03-20,40,50,60,1,54
"Tunisia",2020-03-21,49,62,75,2,60
"Tunisia",2020-03-22,62,78,94,2,75
"Tunisia",2020-03-23,77,97,117,3,89
"Tunisia",2020-03-24,96,120,144,3,114
"Tunisia",2020-03-25,119,149,179,4,173
"Tunisia",2020-03-26,147,184,221,5,173
"Tunisia",2020-03-27,181,227,273,7,227
"Tunisia",2020-03-28,221,278,335,8,278
"Tunisia",2020-03-29,269,338,407,10,NA
"Tunisia",2020-03-30,325,408,491,12,NA
"Tunisia",2020-03-31,389,489,589,14,NA
"Tunisia",2020-04-01,463,581,699,17,NA
"Tunisia",2020-04-02,543,682,821,20,NA
"Tunisia",2020-04-03,631,792,953,23,NA
"Tunisia",2020-04-04,722,907,1092,26,NA
