location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
AC;2020-08-15;total_deaths;57;2020-06-22;305;2020-08-15;576;1.89
AL;2020-08-15;total_deaths;54;2020-06-25;958;2020-08-15;1742;1.82
AM;2020-08-15;total_deaths;83;2020-05-27;1891;2020-08-15;3463;1.83
AP;2020-08-15;total_deaths;62;2020-06-17;338;2020-08-15;613;1.81
BA;2020-08-15;total_deaths;39;2020-07-10;2383;2020-08-15;4338;1.82
CE;2020-08-15;total_deaths;69;2020-06-10;4480;2020-08-15;8129;1.81
DF;2020-08-15;total_deaths;30;2020-07-19;1085;2020-08-15;1958;1.8
ES;2020-08-15;total_deaths;51;2020-06-28;1568;2020-08-15;2864;1.83
GO;2020-08-15;total_deaths;26;2020-07-23;1262;2020-08-15;2286;1.81
MA;2020-08-15;total_deaths;56;2020-06-23;1797;2020-08-15;3253;1.81
MG;2020-08-15;total_deaths;26;2020-07-23;2238;2020-08-15;4044;1.81
MS;2020-08-15;total_deaths;21;2020-07-28;328;2020-08-15;598;1.82
MT;2020-08-15;total_deaths;32;2020-07-17;1268;2020-08-15;2319;1.83
PA;2020-08-15;total_deaths;76;2020-06-03;3193;2020-08-15;5932;1.86
PB;2020-08-15;total_deaths;41;2020-07-08;1171;2020-08-15;2138;1.83
PE;2020-08-15;total_deaths;63;2020-06-16;3959;2020-08-15;7156;1.81
PI;2020-08-15;total_deaths;40;2020-07-09;884;2020-08-15;1594;1.8
PR;2020-08-15;total_deaths;28;2020-07-21;1415;2020-08-15;2665;1.88
RJ;2020-08-15;total_deaths;63;2020-06-16;7967;2020-08-15;14526;1.82
RN;2020-08-15;total_deaths;47;2020-07-02;1103;2020-08-15;2062;1.87
RO;2020-08-15;total_deaths;43;2020-07-06;558;2020-08-15;1012;1.81
RR;2020-08-15;total_deaths;48;2020-07-01;314;2020-08-15;568;1.81
RS;2020-08-15;total_deaths;26;2020-07-23;1456;2020-08-15;2647;1.82
SC;2020-08-15;total_deaths;21;2020-07-28;960;2020-08-15;1767;1.84
SE;2020-08-15;total_deaths;39;2020-07-10;931;2020-08-15;1696;1.82
SP;2020-08-15;total_deaths;49;2020-06-30;14763;2020-08-15;26780;1.81
TO;2020-08-15;total_deaths;33;2020-07-16;278;2020-08-15;506;1.82
