location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
Afghanistan;2020-05-26;total_deaths;18;2020-05-11;122;2020-05-26;220;1.8
Albania;2020-05-26;total_deaths;56;2020-04-03;17;2020-05-26;33;1.94
Algeria;2020-05-26;total_deaths;44;2020-04-15;336;2020-05-26;617;1.84
Andorra;2020-05-26;total_deaths;48;2020-04-11;28;2020-05-26;51;1.82
Angola;2020-05-26;total_deaths;9;2020-05-19;2;2020-05-26;4;2
Argentina;2020-05-26;total_deaths;24;2020-05-05;264;2020-05-26;484;1.83
Armenia;2020-05-26;total_deaths;15;2020-05-14;49;2020-05-26;91;1.86
Australia;2020-05-26;total_deaths;49;2020-04-10;54;2020-05-26;102;1.89
Austria;2020-05-26;total_deaths;47;2020-04-12;350;2020-05-26;643;1.84
Azerbaijan;2020-05-26;total_deaths;21;2020-05-08;28;2020-05-26;52;1.86
Bahamas;2020-05-26;total_deaths;52;2020-04-07;6;2020-05-26;11;1.83
Bahrain;2020-05-26;total_deaths;36;2020-04-22;7;2020-05-26;14;2
Bangladesh;2020-05-26;total_deaths;15;2020-05-14;283;2020-05-26;522;1.84
Belarus;2020-05-26;total_deaths;23;2020-05-06;112;2020-05-26;208;1.86
Belgium;2020-05-26;total_deaths;42;2020-04-17;5163;2020-05-26;9334;1.81
Belize;2020-05-26;total_deaths;49;2020-04-09;1;2020-05-26;2;2
Bermuda;2020-05-26;total_deaths;33;2020-04-26;5;2020-05-26;9;1.8
Bolivia;2020-05-26;total_deaths;15;2020-05-14;152;2020-05-26;274;1.8
Bosnia.and.Herzegovina;2020-05-26;total_deaths;24;2020-05-05;79;2020-05-26;149;1.89
Brazil;2020-05-26;total_deaths;16;2020-05-13;13149;2020-05-26;24512;1.86
Bulgaria;2020-05-26;total_deaths;26;2020-05-03;73;2020-05-26;133;1.82
Burkina.Faso;2020-05-26;total_deaths;46;2020-04-13;28;2020-05-26;53;1.89
Canada;2020-05-26;total_deaths;26;2020-05-03;3682;2020-05-26;6639;1.8
Cape.Verde;2020-05-26;total_deaths;13;2020-05-15;2;2020-05-26;4;2
Chad;2020-05-26;total_deaths;17;2020-05-11;31;2020-05-26;62;2
Chile;2020-05-26;total_deaths;13;2020-05-16;421;2020-05-26;806;1.91
China;2020-05-26;total_deaths;97;2020-02-22;2445;2020-05-26;4638;1.9
Colombia;2020-05-26;total_deaths;21;2020-05-08;428;2020-05-26;776;1.81
Congo;2020-05-26;total_deaths;19;2020-05-10;10;2020-05-26;19;1.9
Cote.d'Ivoire;2020-05-26;total_deaths;26;2020-05-02;15;2020-05-26;30;2
Croatia;2020-05-26;total_deaths;33;2020-04-26;55;2020-05-26;101;1.84
Cuba;2020-05-26;total_deaths;36;2020-04-23;43;2020-05-26;82;1.91
Cyprus;2020-05-26;total_deaths;51;2020-04-08;9;2020-05-26;17;1.89
Czech.Republic;2020-05-26;total_deaths;42;2020-04-17;173;2020-05-26;317;1.83
Democratic.Republic.of.Congo;2020-05-26;total_deaths;22;2020-05-07;36;2020-05-26;67;1.86
Denmark;2020-05-26;total_deaths;44;2020-04-15;309;2020-05-26;563;1.82
Djibouti;2020-05-26;total_deaths;9;2020-05-19;7;2020-05-26;14;2
Dominican.Republic;2020-05-26;total_deaths;37;2020-04-22;260;2020-05-26;468;1.8
Ecuador;2020-05-26;total_deaths;20;2020-05-09;1717;2020-05-26;3203;1.87
Egypt;2020-05-26;total_deaths;25;2020-05-04;436;2020-05-26;797;1.83
El.Salvador;2020-05-26;total_deaths;16;2020-05-13;20;2020-05-26;36;1.8
Equatorial.Guinea;2020-05-26;total_deaths;15;2020-05-13;6;2020-05-26;12;2
Estonia;2020-05-26;total_deaths;43;2020-04-16;36;2020-05-26;65;1.81
Ethiopia;2020-05-26;total_deaths;24;2020-05-04;3;2020-05-26;6;2
Finland;2020-05-26;total_deaths;36;2020-04-23;172;2020-05-26;312;1.81
France;2020-05-26;total_deaths;45;2020-04-14;15729;2020-05-26;28530;1.81
Georgia;2020-05-26;total_deaths;28;2020-04-30;6;2020-05-26;12;2
Germany;2020-05-26;total_deaths;39;2020-04-20;4598;2020-05-26;8349;1.82
Ghana;2020-05-26;total_deaths;21;2020-05-08;18;2020-05-26;34;1.89
Greece;2020-05-26;total_deaths;48;2020-04-11;93;2020-05-26;173;1.86
Guatemala;2020-05-26;total_deaths;12;2020-05-17;35;2020-05-26;63;1.8
Guernsey;2020-05-26;total_deaths;44;2020-04-15;7;2020-05-26;13;1.86
Guinea;2020-05-26;total_deaths;17;2020-05-12;11;2020-05-26;20;1.82
Guinea-Bissau;2020-05-26;total_deaths;12;2020-05-16;3;2020-05-26;6;2
Guyana;2020-05-26;total_deaths;42;2020-04-17;6;2020-05-26;11;1.83
Haiti;2020-05-26;total_deaths;16;2020-05-13;18;2020-05-26;33;1.83
Honduras;2020-05-26;total_deaths;23;2020-05-06;99;2020-05-26;188;1.9
Hungary;2020-05-26;total_deaths;33;2020-04-26;280;2020-05-26;505;1.8
India;2020-05-26;total_deaths;18;2020-05-11;2293;2020-05-26;4337;1.89
Indonesia;2020-05-26;total_deaths;30;2020-04-29;784;2020-05-26;1418;1.81
Iran;2020-05-26;total_deaths;50;2020-04-09;4110;2020-05-26;7508;1.83
Iraq;2020-05-26;total_deaths;29;2020-04-30;93;2020-05-26;169;1.82
Ireland;2020-05-26;total_deaths;35;2020-04-24;829;2020-05-26;1615;1.95
Israel;2020-05-26;total_deaths;42;2020-04-17;151;2020-05-26;281;1.86
Italy;2020-05-26;total_deaths;50;2020-04-09;18281;2020-05-26;32955;1.8
Jamaica;2020-05-26;total_deaths;40;2020-04-19;5;2020-05-26;9;1.8
Japan;2020-05-26;total_deaths;28;2020-05-01;458;2020-05-26;858;1.87
Jersey;2020-05-26;total_deaths;37;2020-04-21;14;2020-05-26;29;2.07
Jordan;2020-05-26;total_deaths;54;2020-04-05;5;2020-05-26;9;1.8
Kazakhstan;2020-05-26;total_deaths;37;2020-04-22;19;2020-05-26;37;1.95
Kenya;2020-05-26;total_deaths;22;2020-05-06;26;2020-05-26;52;2
Kosovo;2020-05-26;total_deaths;38;2020-04-20;15;2020-05-26;30;2
Kuwait;2020-05-26;total_deaths;15;2020-05-14;88;2020-05-26;172;1.95
Kyrgyzstan;2020-05-26;total_deaths;27;2020-05-01;8;2020-05-26;16;2
Latvia;2020-05-26;total_deaths;33;2020-04-26;12;2020-05-26;22;1.83
Lebanon;2020-05-26;total_deaths;57;2020-04-01;12;2020-05-26;26;2.17
Liberia;2020-05-26;total_deaths;32;2020-04-26;12;2020-05-26;26;2.17
Lithuania;2020-05-26;total_deaths;40;2020-04-19;36;2020-05-26;65;1.81
Luxembourg;2020-05-26;total_deaths;48;2020-04-10;54;2020-05-26;110;2.04
Macedonia;2020-05-26;total_deaths;33;2020-04-26;61;2020-05-26;116;1.9
Madagascar;2020-05-26;total_deaths;10;2020-05-18;1;2020-05-26;2;2
Malawi;2020-05-26;total_deaths;37;2020-04-21;2;2020-05-26;4;2
Malaysia;2020-05-26;total_deaths;52;2020-04-07;63;2020-05-26;115;1.83
Mali;2020-05-26;total_deaths;19;2020-05-10;38;2020-05-26;70;1.84
Malta;2020-05-26;total_deaths;34;2020-04-24;3;2020-05-26;6;2
Mauritania;2020-05-26;total_deaths;7;2020-05-22;5;2020-05-26;9;1.8
Mauritius;2020-05-26;total_deaths;57;2020-04-01;5;2020-05-26;10;2
Mexico;2020-05-26;total_deaths;15;2020-05-14;4477;2020-05-26;8134;1.82
Moldova;2020-05-26;total_deaths;22;2020-05-07;145;2020-05-26;267;1.84
Montenegro;2020-05-26;total_deaths;36;2020-04-23;5;2020-05-26;9;1.8
Morocco;2020-05-26;total_deaths;48;2020-04-11;111;2020-05-26;202;1.82
Myanmar;2020-05-26;total_deaths;47;2020-04-11;3;2020-05-26;6;2
Nepal;2020-05-26;total_deaths;8;2020-05-20;2;2020-05-26;4;2
Netherlands;2020-05-26;total_deaths;44;2020-04-15;3134;2020-05-26;5856;1.87
New.Zealand;2020-05-26;total_deaths;42;2020-04-17;11;2020-05-26;21;1.91
Nicaragua;2020-05-26;total_deaths;3;2020-05-25;17;2020-05-26;35;2.06
Niger;2020-05-26;total_deaths;27;2020-05-02;35;2020-05-26;63;1.8
Nigeria;2020-05-26;total_deaths;20;2020-05-09;128;2020-05-26;249;1.95
Northern.Mariana.Islands;2020-05-26;total_deaths;52;2020-04-06;1;2020-05-26;2;2
Norway;2020-05-26;total_deaths;44;2020-04-15;130;2020-05-26;235;1.81
Oman;2020-05-26;total_deaths;14;2020-05-15;19;2020-05-26;37;1.95
Pakistan;2020-05-26;total_deaths;19;2020-05-10;667;2020-05-26;1225;1.84
Panama;2020-05-26;total_deaths;32;2020-04-27;167;2020-05-26;313;1.87
Paraguay;2020-05-26;total_deaths;47;2020-04-12;6;2020-05-26;11;1.83
Peru;2020-05-26;total_deaths;17;2020-05-12;2057;2020-05-26;3788;1.84
Philippines;2020-05-26;total_deaths;35;2020-04-24;477;2020-05-26;886;1.86
Poland;2020-05-26;total_deaths;32;2020-04-27;562;2020-05-26;1024;1.82
Portugal;2020-05-26;total_deaths;39;2020-04-20;735;2020-05-26;1342;1.83
Puerto.Rico;2020-05-26;total_deaths;36;2020-04-23;69;2020-05-26;129;1.87
Qatar;2020-05-26;total_deaths;10;2020-05-19;15;2020-05-26;28;1.87
Romania;2020-05-26;total_deaths;31;2020-04-28;650;2020-05-26;1210;1.86
Russia;2020-05-26;total_deaths;18;2020-05-11;2009;2020-05-26;3807;1.89
San.Marino;2020-05-26;total_deaths;62;2020-03-28;22;2020-05-26;42;1.91
Sao.Tome.and.Principe;2020-05-26;total_deaths;16;2020-05-12;6;2020-05-26;12;2
Saudi.Arabia;2020-05-26;total_deaths;22;2020-05-07;219;2020-05-26;411;1.88
Senegal;2020-05-26;total_deaths;17;2020-05-12;19;2020-05-26;37;1.95
Serbia;2020-05-26;total_deaths;38;2020-04-21;125;2020-05-26;239;1.91
Sierra.Leone;2020-05-26;total_deaths;15;2020-05-13;21;2020-05-26;44;2.1
Singapore;2020-05-26;total_deaths;33;2020-04-26;12;2020-05-26;23;1.92
Sint.Maarten.(Dutch.part);2020-05-26;total_deaths;50;2020-04-09;8;2020-05-26;15;1.88
Slovakia;2020-05-26;total_deaths;36;2020-04-23;15;2020-05-26;28;1.87
Slovenia;2020-05-26;total_deaths;45;2020-04-14;56;2020-05-26;106;1.89
Somalia;2020-05-26;total_deaths;25;2020-05-04;35;2020-05-26;67;1.91
South.Africa;2020-05-26;total_deaths;11;2020-05-18;286;2020-05-26;524;1.83
South.Korea;2020-05-26;total_deaths;63;2020-03-27;144;2020-05-26;269;1.87
South.Sudan;2020-05-26;total_deaths;10;2020-05-18;4;2020-05-26;8;2
Spain;2020-05-26;total_deaths;50;2020-04-08;14555;2020-05-25;27117;1.86
Sri.Lanka;2020-05-26;total_deaths;52;2020-04-06;5;2020-05-26;10;2
Sudan;2020-05-26;total_deaths;13;2020-05-16;91;2020-05-26;170;1.87
Swaziland;2020-05-26;total_deaths;23;2020-05-05;1;2020-05-26;2;2
Sweden;2020-05-26;total_deaths;32;2020-04-27;2274;2020-05-26;4125;1.81
Switzerland;2020-05-26;total_deaths;45;2020-04-14;900;2020-05-26;1647;1.83
Syria;2020-05-26;total_deaths;40;2020-04-18;2;2020-05-26;4;2
Tajikistan;2020-05-26;total_deaths;15;2020-05-13;23;2020-05-26;46;2
Tanzania;2020-05-26;total_deaths;30;2020-04-28;10;2020-05-26;21;2.1
Thailand;2020-05-26;total_deaths;52;2020-04-07;30;2020-05-26;57;1.9
Togo;2020-05-26;total_deaths;30;2020-04-29;7;2020-05-26;13;1.86
Tunisia;2020-05-26;total_deaths;49;2020-04-10;25;2020-05-26;48;1.92
Turkey;2020-05-26;total_deaths;37;2020-04-22;2376;2020-05-26;4397;1.85
Ukraine;2020-05-26;total_deaths;22;2020-05-07;340;2020-05-26;644;1.89
United.Arab.Emirates;2020-05-26;total_deaths;25;2020-05-04;137;2020-05-26;253;1.85
United.Kingdom;2020-05-26;total_deaths;38;2020-04-21;20223;2020-05-26;37048;1.83
United.States;2020-05-26;total_deaths;33;2020-04-26;54876;2020-05-26;98916;1.8
United.States.Virgin.Islands;2020-05-26;total_deaths;32;2020-04-26;3;2020-05-26;6;2
Uruguay;2020-05-26;total_deaths;35;2020-04-24;12;2020-05-26;22;1.83
Uzbekistan;2020-05-26;total_deaths;35;2020-04-23;7;2020-05-26;14;2
World;2020-05-26;total_deaths;36;2020-04-23;193645;2020-05-26;350212;1.81
Zimbabwe;2020-05-26;total_deaths;50;2020-04-08;2;2020-05-26;4;2
