"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-04-29,1031,1069,1050,1208,892,1086
2020-04-30,1107,1139,1123,1292,954,1177
2020-05-01,1189,1212,1200,1381,1019,1297
2020-05-02,1276,1287,1282,1475,1089,1366
2020-05-03,1370,1365,1368,1574,1162,1392
2020-05-04,1472,1444,1458,1678,1238,1421
2020-05-05,1580,1525,1552,1786,1318,1536
2020-05-06,1697,1608,1652,1901,1403,1574
2020-05-07,1822,1692,1757,2022,1492,NA
2020-05-08,1956,1776,1866,2147,1585,NA
2020-05-09,2100,1861,1980,2279,1681,NA
2020-05-10,2255,1947,2101,2418,1784,NA
2020-05-11,2421,2032,2226,2562,1890,NA
2020-05-12,2600,2116,2358,2713,2003,NA
2020-05-13,2792,2200,2496,2872,2120,NA
