"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-21,1166,1166,1166,1200,1132,1172
2020-05-22,1252,1252,1252,1288,1216,1220
2020-05-23,1345,1345,1345,1384,1306,1352
2020-05-24,1445,1445,1445,1487,1403,1462
2020-05-25,1552,1552,1552,1597,1507,1500
2020-05-26,1667,1667,1667,1715,1619,1628
2020-05-27,1791,1790,1790,1842,1738,1839
2020-05-28,1924,1923,1924,1980,1868,1951
2020-05-29,2066,2066,2066,2126,2006,NA
2020-05-30,2219,2219,2219,2283,2155,NA
2020-05-31,2384,2383,2384,2453,2315,NA
2020-06-01,2561,2559,2560,2634,2486,NA
2020-06-02,2751,2749,2750,2830,2670,NA
2020-06-03,2955,2952,2954,3040,2868,NA
2020-06-04,3174,3171,3172,3264,3080,NA
