"dia_ano","dias","otimista","casos_estimados","pessimista","x"
144,2020-05-23,2211,2294,2377,2308
145,2020-05-24,2303,2390,2477,2324
146,2020-05-25,2395,2485,2575,2493
147,2020-05-26,2484,2578,2672,2603
148,2020-05-27,2572,2669,2766,2671
149,2020-05-28,2656,2756,2856,2733
150,2020-05-29,2738,2841,2944,2859
151,2020-05-30,2817,2923,3029,2956
152,2020-05-31,2892,3001,3110,NA
153,2020-06-01,2964,3076,3188,NA
154,2020-06-02,3033,3147,3261,NA
155,2020-06-03,3098,3215,3332,NA
156,2020-06-04,3160,3279,3398,NA
157,2020-06-05,3218,3339,3460,NA
158,2020-06-06,3272,3395,3518,NA
