"dia_ano","dias","otimista","casos_estimados","pessimista","x"
155,2020-06-03,2978,3042,3106,3012
156,2020-06-04,3050,3116,3182,3134
157,2020-06-05,3121,3188,3255,3205
158,2020-06-06,3188,3257,3326,3270
159,2020-06-07,3254,3324,3394,3305
160,2020-06-08,3315,3387,3459,3350
161,2020-06-09,3375,3448,3521,3453
162,2020-06-10,3431,3505,3579,3531
163,2020-06-11,3485,3560,3635,NA
164,2020-06-12,3536,3612,3688,NA
165,2020-06-13,3584,3661,3738,NA
166,2020-06-14,3629,3707,3785,NA
167,2020-06-15,3672,3751,3830,NA
168,2020-06-16,3712,3792,3872,NA
169,2020-06-17,3749,3830,3911,NA
