"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-04-16,779,885,832,998,666,832
2020-04-17,836,917,876,1051,701,874
2020-04-18,898,947,922,1106,738,945
2020-04-19,964,973,968,1161,775,987
2020-04-20,1034,997,1016,1219,813,1007
2020-04-21,1110,1017,1064,1276,852,1024
2020-04-22,1191,1035,1113,1335,891,1063
2020-04-23,1279,1051,1165,1398,932,1082
2020-04-24,1372,1065,1218,1461,975,NA
2020-04-25,1473,1076,1274,1528,1020,NA
2020-04-26,1581,1087,1334,1600,1068,NA
2020-04-27,1697,1095,1396,1675,1117,NA
2020-04-28,1821,1103,1462,1754,1170,NA
2020-04-29,1954,1109,1532,1838,1226,NA
2020-04-30,2098,1115,1606,1927,1285,NA
