"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
189,2020-07-07,28776,30674,32572,30294
190,2020-07-08,29088,31006,32924,30524
191,2020-07-09,29381,31319,33257,30763
192,2020-07-10,29660,31616,33572,31080
193,2020-07-11,29922,31895,33868,31279
194,2020-07-12,30168,32158,34148,31364
195,2020-07-13,30401,32406,34411,31552
196,2020-07-14,30619,32638,34657,31885
197,2020-07-15,30824,32857,34890,32408
198,2020-07-16,31016,33062,35108,33004
199,2020-07-17,31197,33254,35311,33436
200,2020-07-18,31364,33433,35502,NA
201,2020-07-19,31523,33602,35681,NA
202,2020-07-20,31670,33759,35848,NA
203,2020-07-21,31808,33906,36004,NA
204,2020-07-22,31937,34043,36149,NA
205,2020-07-23,32057,34171,36285,NA
206,2020-07-24,32169,34291,36413,NA
207,2020-07-25,32274,34402,36530,NA
208,2020-07-26,32371,34506,36641,NA
209,2020-07-27,32462,34603,36744,NA
