"dia_ano","dias","otimista","casos_estimados","pessimista","x"
125,2020-05-04,2160,2660,3160,2654
126,2020-05-05,2305,2838,3371,2851
127,2020-05-06,2458,3027,3596,3045
128,2020-05-07,2623,3230,3837,3206
129,2020-05-08,2798,3445,4092,3416
130,2020-05-09,2985,3675,4365,3608
131,2020-05-10,3184,3921,4658,3709
132,2020-05-11,3397,4183,4969,3743
133,2020-05-12,3624,4462,5300,NA
134,2020-05-13,3866,4760,5654,NA
135,2020-05-14,4124,5078,6032,NA
136,2020-05-15,4399,5417,6435,NA
137,2020-05-16,4693,5779,6865,NA
138,2020-05-17,5006,6164,7322,NA
139,2020-05-18,5341,6576,7811,NA
