"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
176,2020-06-24,4,6,8,115
177,2020-06-25,4,6,8,117
178,2020-06-26,4,6,8,118
179,2020-06-27,5,7,9,118
180,2020-06-28,5,7,9,124
181,2020-06-29,5,7,9,135
182,2020-06-30,5,8,11,143
183,2020-07-01,5,8,11,147
184,2020-07-02,5,8,11,152
185,2020-07-03,5,8,11,155
186,2020-07-04,6,9,12,163
187,2020-07-05,6,9,12,NA
188,2020-07-06,6,9,12,NA
189,2020-07-07,7,10,13,NA
190,2020-07-08,7,10,13,NA
191,2020-07-09,7,11,15,NA
192,2020-07-10,7,11,15,NA
193,2020-07-11,7,11,15,NA
194,2020-07-12,8,12,16,NA
195,2020-07-13,8,12,16,NA
196,2020-07-14,9,13,17,NA
