"dia_ano","dias","otimista","casos_estimados","pessimista","x"
169,2020-06-17,375,402,429,387
170,2020-06-18,387,414,441,406
171,2020-06-19,398,426,454,423
172,2020-06-20,409,438,467,430
173,2020-06-21,421,451,481,434
174,2020-06-22,432,463,494,458
175,2020-06-23,444,475,506,477
176,2020-06-24,455,487,519,500
177,2020-06-25,467,500,533,500
178,2020-06-26,478,512,546,540
179,2020-06-27,489,524,559,554
180,2020-06-28,501,536,571,NA
181,2020-06-29,513,549,585,NA
182,2020-06-30,524,561,598,NA
183,2020-07-01,535,573,611,NA
184,2020-07-02,546,585,624,NA
185,2020-07-03,557,596,635,NA
186,2020-07-04,568,608,648,NA
187,2020-07-05,579,620,661,NA
188,2020-07-06,589,631,673,NA
189,2020-07-07,601,643,685,NA
