"dia_ano","dias","otimista","casos_estimados","pessimista","x"
137,2020-05-16,123,129,135,136
138,2020-05-17,130,137,144,139
139,2020-05-18,138,145,152,146
140,2020-05-19,147,154,161,160
141,2020-05-20,155,163,171,170
142,2020-05-21,165,173,181,178
143,2020-05-22,175,184,193,181
144,2020-05-23,186,195,204,184
145,2020-05-24,196,206,216,NA
146,2020-05-25,208,219,230,NA
147,2020-05-26,221,232,243,NA
148,2020-05-27,234,246,258,NA
149,2020-05-28,247,260,273,NA
150,2020-05-29,263,276,289,NA
151,2020-05-30,278,292,306,NA
