location;data;variavel;diasDuplicar;dataPrimeirosCasos;primeirosCasos;dataUltimosCasos;ultimosCasos;estimado
Afghanistan;2020-05-21;total_deaths;17;2020-05-07;106;2020-05-21;193;1.82
Albania;2020-05-21;total_deaths;51;2020-04-03;17;2020-05-21;31;1.82
Algeria;2020-05-21;total_deaths;41;2020-04-13;313;2020-05-21;575;1.84
Andorra;2020-05-21;total_deaths;43;2020-04-11;28;2020-05-21;51;1.82
Argentina;2020-05-21;total_deaths;23;2020-05-01;225;2020-05-21;416;1.85
Armenia;2020-05-21;total_deaths;20;2020-05-03;35;2020-05-21;70;2
Australia;2020-05-21;total_deaths;44;2020-04-10;54;2020-05-21;100;1.85
Austria;2020-05-21;total_deaths;42;2020-04-12;350;2020-05-21;633;1.81
Azerbaijan;2020-05-21;total_deaths;24;2020-04-30;24;2020-05-21;44;1.83
Bahamas;2020-05-21;total_deaths;47;2020-04-07;6;2020-05-21;11;1.83
Bahrain;2020-05-21;total_deaths;41;2020-04-12;6;2020-05-21;12;2
Bangladesh;2020-05-21;total_deaths;15;2020-05-09;214;2020-05-21;408;1.91
Belarus;2020-05-21;total_deaths;21;2020-05-03;99;2020-05-21;185;1.87
Belgium;2020-05-21;total_deaths;38;2020-04-16;4857;2020-05-21;9186;1.89
Belize;2020-05-21;total_deaths;44;2020-04-09;1;2020-05-21;2;2
Bermuda;2020-05-21;total_deaths;28;2020-04-26;5;2020-05-21;9;1.8
Bolivia;2020-05-21;total_deaths;14;2020-05-10;118;2020-05-21;215;1.82
Bosnia.and.Herzegovina;2020-05-21;total_deaths;21;2020-05-03;77;2020-05-21;139;1.81
Brazil;2020-05-21;total_deaths;14;2020-05-10;11123;2020-05-21;20047;1.8
Bulgaria;2020-05-21;total_deaths;23;2020-05-01;69;2020-05-21;125;1.81
Burkina.Faso;2020-05-21;total_deaths;41;2020-04-13;28;2020-05-21;52;1.86
Canada;2020-05-21;total_deaths;23;2020-05-01;3391;2020-05-21;6152;1.81
Chad;2020-05-21;total_deaths;13;2020-05-11;31;2020-05-21;58;1.87
Chile;2020-05-21;total_deaths;13;2020-05-11;323;2020-05-21;589;1.82
China;2020-05-21;total_deaths;92;2020-02-22;2445;2020-05-21;4638;1.9
Colombia;2020-05-21;total_deaths;20;2020-05-04;358;2020-05-21;652;1.82
Congo;2020-05-21;total_deaths;25;2020-04-28;8;2020-05-21;16;2
Cote.d'Ivoire;2020-05-21;total_deaths;22;2020-05-02;15;2020-05-21;29;1.93
Croatia;2020-05-21;total_deaths;30;2020-04-24;51;2020-05-21;97;1.9
Cuba;2020-05-21;total_deaths;31;2020-04-23;43;2020-05-21;80;1.86
Cyprus;2020-05-21;total_deaths;46;2020-04-08;9;2020-05-21;17;1.89
Czech.Republic;2020-05-21;total_deaths;38;2020-04-16;169;2020-05-21;306;1.81
Democratic.Republic.of.Congo;2020-05-21;total_deaths;19;2020-05-05;34;2020-05-21;63;1.85
Denmark;2020-05-21;total_deaths;39;2020-04-15;309;2020-05-21;561;1.82
Dominican.Republic;2020-05-21;total_deaths;33;2020-04-21;245;2020-05-21;448;1.83
Ecuador;2020-05-21;total_deaths;18;2020-05-06;1618;2020-05-21;2939;1.82
Egypt;2020-05-21;total_deaths;25;2020-04-29;380;2020-05-21;696;1.83
El.Salvador;2020-05-21;total_deaths;13;2020-05-11;18;2020-05-21;33;1.83
Estonia;2020-05-21;total_deaths;39;2020-04-15;35;2020-05-21;64;1.83
Finland;2020-05-21;total_deaths;31;2020-04-22;149;2020-05-21;306;2.05
France;2020-05-21;total_deaths;41;2020-04-13;14967;2020-05-21;28215;1.89
Gabon;2020-05-21;total_deaths;18;2020-05-05;6;2020-05-21;12;2
Georgia;2020-05-21;total_deaths;23;2020-04-30;6;2020-05-21;12;2
Germany;2020-05-21;total_deaths;35;2020-04-19;4404;2020-05-21;8174;1.86
Ghana;2020-05-21;total_deaths;23;2020-05-01;17;2020-05-21;31;1.82
Greece;2020-05-21;total_deaths;43;2020-04-11;93;2020-05-21;168;1.81
Guatemala;2020-05-21;total_deaths;13;2020-05-11;26;2020-05-21;48;1.85
Guernsey;2020-05-21;total_deaths;39;2020-04-15;7;2020-05-21;13;1.86
Guinea;2020-05-21;total_deaths;19;2020-05-05;10;2020-05-21;19;1.9
Guinea-Bissau;2020-05-21;total_deaths;7;2020-05-16;3;2020-05-21;6;2
Guyana;2020-05-21;total_deaths;46;2020-04-07;5;2020-05-21;10;2
Haiti;2020-05-21;total_deaths;14;2020-05-09;12;2020-05-21;25;2.08
Honduras;2020-05-21;total_deaths;20;2020-05-04;82;2020-05-21;156;1.9
Hungary;2020-05-21;total_deaths;30;2020-04-24;262;2020-05-21;476;1.82
India;2020-05-21;total_deaths;16;2020-05-08;1981;2020-05-21;3583;1.81
Indonesia;2020-05-21;total_deaths;30;2020-04-24;689;2020-05-21;1278;1.85
Iran;2020-05-21;total_deaths;46;2020-04-08;3993;2020-05-21;7249;1.82
Iraq;2020-05-21;total_deaths;42;2020-04-12;76;2020-05-21;140;1.84
Ireland;2020-05-21;total_deaths;30;2020-04-24;829;2020-05-21;1583;1.91
Israel;2020-05-21;total_deaths;37;2020-04-17;151;2020-05-21;279;1.85
Italy;2020-05-21;total_deaths;46;2020-04-08;17669;2020-05-21;32486;1.84
Jamaica;2020-05-21;total_deaths;35;2020-04-19;5;2020-05-21;9;1.8
Japan;2020-05-21;total_deaths;24;2020-04-30;432;2020-05-21;796;1.84
Jersey;2020-05-21;total_deaths;32;2020-04-21;14;2020-05-21;29;2.07
Jordan;2020-05-21;total_deaths;49;2020-04-05;5;2020-05-21;9;1.8
Kazakhstan;2020-05-21;total_deaths;32;2020-04-22;19;2020-05-21;35;1.84
Kenya;2020-05-21;total_deaths;18;2020-05-06;26;2020-05-21;50;1.92
Kosovo;2020-05-21;total_deaths;34;2020-04-20;15;2020-05-21;29;1.93
Kuwait;2020-05-21;total_deaths;13;2020-05-11;65;2020-05-21;129;1.98
Kyrgyzstan;2020-05-21;total_deaths;32;2020-04-21;7;2020-05-21;14;2
Latvia;2020-05-21;total_deaths;28;2020-04-26;12;2020-05-21;22;1.83
Lebanon;2020-05-21;total_deaths;52;2020-04-01;12;2020-05-21;26;2.17
Liberia;2020-05-21;total_deaths;28;2020-04-26;12;2020-05-21;23;1.92
Lithuania;2020-05-21;total_deaths;36;2020-04-18;33;2020-05-21;61;1.85
Luxembourg;2020-05-21;total_deaths;43;2020-04-10;54;2020-05-21;109;2.02
