"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
174,2020-06-22,16,20,24,1131
175,2020-06-23,18,22,26,1186
176,2020-06-24,18,23,28,1254
177,2020-06-25,19,24,29,1295
178,2020-06-26,21,26,31,1336
179,2020-06-27,22,28,34,1336
180,2020-06-28,24,30,36,1418
181,2020-06-29,26,32,38,1534
182,2020-06-30,27,34,41,1601
183,2020-07-01,29,36,43,1691
184,2020-07-02,31,39,47,1815
185,2020-07-03,33,41,49,NA
186,2020-07-04,35,44,53,NA
187,2020-07-05,38,47,56,NA
188,2020-07-06,40,50,60,NA
189,2020-07-07,43,53,63,NA
190,2020-07-08,46,57,68,NA
191,2020-07-09,49,61,73,NA
192,2020-07-10,52,65,78,NA
193,2020-07-11,55,69,83,NA
194,2020-07-12,59,74,89,NA
