"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
187,2020-07-05,1,2,3,60
188,2020-07-06,1,2,3,64
189,2020-07-07,1,2,3,71
190,2020-07-08,1,2,3,78
191,2020-07-09,1,2,3,83
192,2020-07-10,1,2,3,91
193,2020-07-11,1,2,3,93
194,2020-07-12,1,2,3,93
195,2020-07-13,1,2,3,100
196,2020-07-14,2,3,4,102
197,2020-07-15,2,3,4,108
198,2020-07-16,2,3,4,NA
199,2020-07-17,2,3,4,NA
200,2020-07-18,2,3,4,NA
201,2020-07-19,2,3,4,NA
202,2020-07-20,2,3,4,NA
203,2020-07-21,2,3,4,NA
204,2020-07-22,2,3,4,NA
205,2020-07-23,2,3,4,NA
206,2020-07-24,3,4,5,NA
207,2020-07-25,3,4,5,NA
