"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
164,2020-06-12,88,101,114,113
165,2020-06-13,95,109,123,115
166,2020-06-14,103,118,133,117
167,2020-06-15,112,128,144,124
168,2020-06-16,121,138,155,144
169,2020-06-17,130,149,168,156
170,2020-06-18,141,161,181,166
171,2020-06-19,152,174,196,180
172,2020-06-20,164,188,212,192
173,2020-06-21,178,204,230,193
174,2020-06-22,192,220,248,202
175,2020-06-23,208,238,268,NA
176,2020-06-24,224,257,290,NA
177,2020-06-25,243,278,313,NA
178,2020-06-26,262,300,338,NA
179,2020-06-27,283,324,365,NA
180,2020-06-28,307,351,395,NA
181,2020-06-29,331,379,427,NA
182,2020-06-30,357,409,461,NA
183,2020-07-01,387,443,499,NA
184,2020-07-02,417,478,539,NA
