"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-05-18,63634,65318,64476,68990,59962,63066
2020-05-19,66921,67943,67432,72153,62711,65995
2020-05-20,70378,70583,70480,75414,65546,69859
2020-05-21,74013,73234,73624,78778,68470,73739
2020-05-22,77835,75887,76861,82242,71480,76871
2020-05-23,81856,78536,80196,85810,74582,80558
2020-05-24,86084,81174,83629,89484,77774,82161
2020-05-25,90530,83795,87162,93264,81060,83625
2020-05-26,95206,86392,90799,97156,84442,NA
2020-05-27,100123,88959,94541,101160,87922,NA
2020-05-28,105295,91491,98393,105281,91505,NA
2020-05-29,110733,93980,102356,109522,95190,NA
2020-05-30,116453,96423,106438,113890,98986,NA
2020-05-31,122468,98815,110642,118388,102896,NA
2020-06-01,128793,101151,114972,123021,106923,NA
