"dias","exponencial","logistico","casos_estimados","pessimista","otimista","casos_confirmados"
2020-04-26,501,501,501,535,467,499
2020-04-27,565,565,565,603,527,543
2020-04-28,637,637,637,680,594,633
2020-04-29,719,719,719,767,671,699
2020-04-30,811,811,811,866,756,814
2020-05-01,914,914,914,976,852,926
2020-05-02,1031,1031,1031,1100,962,1034
2020-05-03,1163,1163,1163,1241,1085,1169
2020-05-04,1312,1311,1312,1400,1224,NA
2020-05-05,1480,1477,1478,1578,1378,NA
2020-05-06,1669,1665,1667,1779,1555,NA
2020-05-07,1883,1877,1880,2007,1753,NA
2020-05-08,2124,2115,2120,2263,1977,NA
2020-05-09,2396,2382,2389,2550,2228,NA
2020-05-10,2702,2684,2693,2874,2512,NA
