"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
164,2020-06-12,29,32,35,32
165,2020-06-13,31,34,37,36
166,2020-06-14,31,35,39,37
167,2020-06-15,33,37,41,37
168,2020-06-16,34,38,42,37
169,2020-06-17,36,40,44,40
170,2020-06-18,38,42,46,42
171,2020-06-19,40,44,48,45
172,2020-06-20,41,46,51,46
173,2020-06-21,43,48,53,46
174,2020-06-22,45,50,55,46
175,2020-06-23,48,53,58,NA
176,2020-06-24,49,55,61,NA
177,2020-06-25,51,57,63,NA
178,2020-06-26,54,60,66,NA
179,2020-06-27,57,63,69,NA
180,2020-06-28,59,66,73,NA
181,2020-06-29,62,69,76,NA
182,2020-06-30,65,72,79,NA
183,2020-07-01,67,75,83,NA
184,2020-07-02,71,79,87,NA
