"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
178,2020-06-26,483,561,639,564
179,2020-06-27,502,583,664,564
180,2020-06-28,522,606,690,588
181,2020-06-29,542,630,718,615
182,2020-06-30,565,656,747,641
183,2020-07-01,587,682,777,685
184,2020-07-02,610,709,808,700
185,2020-07-03,634,737,840,729
186,2020-07-04,659,766,873,752
187,2020-07-05,685,796,907,757
188,2020-07-06,713,828,943,760
189,2020-07-07,741,861,981,NA
190,2020-07-08,770,895,1020,NA
191,2020-07-09,801,931,1061,NA
192,2020-07-10,833,968,1103,NA
193,2020-07-11,866,1006,1146,NA
194,2020-07-12,900,1046,1192,NA
195,2020-07-13,936,1088,1240,NA
196,2020-07-14,973,1131,1289,NA
197,2020-07-15,1012,1176,1340,NA
198,2020-07-16,1053,1223,1393,NA
