"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
174,2020-06-22,142,162,182,166
175,2020-06-23,150,171,192,175
176,2020-06-24,158,181,204,195
177,2020-06-25,167,191,215,202
178,2020-06-26,177,202,227,213
179,2020-06-27,187,214,241,213
180,2020-06-28,198,226,254,226
181,2020-06-29,209,239,269,239
182,2020-06-30,221,253,285,255
183,2020-07-01,234,268,302,268
184,2020-07-02,248,283,318,277
185,2020-07-03,262,299,336,NA
186,2020-07-04,277,317,357,NA
187,2020-07-05,293,335,377,NA
188,2020-07-06,310,354,398,NA
189,2020-07-07,328,375,422,NA
190,2020-07-08,346,396,446,NA
191,2020-07-09,366,419,472,NA
192,2020-07-10,387,443,499,NA
193,2020-07-11,410,469,528,NA
194,2020-07-12,434,496,558,NA
