"dia_ano","dias","otimista","casos_estimados","pessimista","casos_confirmados"
162,2020-06-10,1,2,3,36
163,2020-06-11,1,2,3,39
164,2020-06-12,1,2,3,39
165,2020-06-13,1,2,3,39
166,2020-06-14,1,2,3,39
167,2020-06-15,1,2,3,40
168,2020-06-16,1,2,3,43
169,2020-06-17,1,2,3,50
170,2020-06-18,2,3,4,62
171,2020-06-19,2,3,4,87
172,2020-06-20,2,3,4,115
173,2020-06-21,2,3,4,NA
174,2020-06-22,2,3,4,NA
175,2020-06-23,2,3,4,NA
176,2020-06-24,2,3,4,NA
177,2020-06-25,2,4,6,NA
178,2020-06-26,2,4,6,NA
179,2020-06-27,2,4,6,NA
180,2020-06-28,2,4,6,NA
181,2020-06-29,2,4,6,NA
182,2020-06-30,2,4,6,NA
