"dia_ano","dias","otimista","casos_estimados","pessimista","x"
147,2020-05-26,219,232,245,234
148,2020-05-27,226,240,254,240
149,2020-05-28,234,248,262,255
150,2020-05-29,241,256,271,257
151,2020-05-30,249,264,279,263
152,2020-05-31,257,272,287,271
153,2020-06-01,264,280,296,278
154,2020-06-02,272,288,304,289
155,2020-06-03,279,296,313,NA
156,2020-06-04,286,303,320,NA
157,2020-06-05,293,311,329,NA
158,2020-06-06,300,318,336,NA
159,2020-06-07,307,326,345,NA
160,2020-06-08,314,333,352,NA
161,2020-06-09,321,340,359,NA
